image;irma_code
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3501.png;1123-127-500-000
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3502.png;1123-127-500-000
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3503.png;1123-110-500-000
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3504.png;1123-110-500-000
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3505.png;1123-211-500-000
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3506.png;1123-110-500-000
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3508.png;1123-127-500-000
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3511.png;1123-127-500-000
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3512.png;1123-127-500-000
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3514.png;1123-127-500-000
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3515.png;1123-127-500-000
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3516.png;1123-127-500-000
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3517.png;1123-127-500-000
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3518.png;1123-127-500-000
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3519.png;1123-127-500-000
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3520.png;1123-127-500-000
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3521.png;1123-127-500-000
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3523.png;1123-127-500-000
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3524.png;1123-127-500-000
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3525.png;1123-127-500-000
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3526.png;1123-127-500-000
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3527.png;1123-127-500-000
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3528.png;1123-127-500-000
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3529.png;1123-127-500-000
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3530.png;1123-127-500-000
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3531.png;1123-127-500-000
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3532.png;1123-127-500-000
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3533.png;1123-127-500-000
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3534.png;1123-127-500-000
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3535.png;1123-127-500-000
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3536.png;1123-127-500-000
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3537.png;1123-127-500-000
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3538.png;1123-127-500-000
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3540.png;1123-127-500-000
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3541.png;1123-127-500-000
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3542.png;1123-127-500-000
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3543.png;1123-127-500-000
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3544.png;1123-127-500-000
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3545.png;1123-127-500-000
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3546.png;1123-127-500-000
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3547.png;1123-127-500-000
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3548.png;1123-127-500-000
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3549.png;1123-110-500-000
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3550.png;1123-127-500-000
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3551.png;1123-110-500-000
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3552.png;1123-211-500-000
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3553.png;1123-110-500-000
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3554.png;1123-211-500-000
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3555.png;1123-110-500-000
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3556.png;1123-211-500-000
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3557.png;1123-211-500-000
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3558.png;1123-211-500-000
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3559.png;1123-127-500-000
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3560.png;1123-127-500-000
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3561.png;1123-127-500-000
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3562.png;1123-127-500-000
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3563.png;1123-127-500-000
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3564.png;1123-127-500-000
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3565.png;112d-121-500-000
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3566.png;1123-110-500-000
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3567.png;1123-211-500-000
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3568.png;112d-121-500-000
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3576.png;1123-127-500-000
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3577.png;1123-110-500-000
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3578.png;1123-110-500-000
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3579.png;1121-120-516-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3580.png;1121-120-516-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3581.png;1121-120-516-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3582.png;1121-120-516-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3583.png;1121-120-516-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3584.png;1121-120-516-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3585.png;1121-120-516-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3587.png;1121-120-516-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3588.png;1121-120-516-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3589.png;1121-120-516-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3590.png;1121-120-516-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3591.png;1121-120-516-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3592.png;1123-127-500-000
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3593.png;1123-127-500-000
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3595.png;1123-127-500-000
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3596.png;1123-127-500-000
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3597.png;1123-127-500-000
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3598.png;1123-127-500-000
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3599.png;1123-127-500-000
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3602.png;1121-210-310-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3603.png;1121-120-310-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3604.png;1121-4a0-310-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3605.png;1121-120-330-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3606.png;1121-210-330-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3608.png;1121-120-330-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3609.png;1121-220-310-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3610.png;1121-120-310-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3611.png;1121-120-330-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3612.png;1121-210-330-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3613.png;1121-210-330-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3617.png;1121-110-540-370
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3626.png;1121-210-331-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3627.png;1121-210-320-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3630.png;1121-210-320-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3631.png;1121-210-330-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3632.png;1121-120-320-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3633.png;1121-120-330-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3635.png;1121-120-330-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3636.png;1121-210-330-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3637.png;1121-210-330-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3639.png;1121-210-330-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3640.png;1121-120-330-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3641.png;1121-220-310-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3642.png;1121-120-310-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3643.png;1121-4a0-310-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3644.png;1121-490-310-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3645.png;1121-4a0-310-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3646.png;1121-490-310-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3647.png;1121-210-330-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3648.png;1121-210-330-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3649.png;1121-120-320-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3650.png;1121-210-330-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3651.png;1121-120-330-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3652.png;1121-120-320-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3653.png;1121-210-310-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3654.png;1121-210-320-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3656.png;1121-120-330-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3657.png;1121-210-330-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3658.png;1121-120-320-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3659.png;1121-210-320-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3711.png;1121-120-320-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3712.png;1121-210-320-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3713.png;1121-120-310-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3714.png;1121-120-320-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3716.png;1121-120-311-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3717.png;1121-120-310-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3720.png;1121-210-330-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3721.png;1121-120-320-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3722.png;1121-120-330-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3723.png;1121-210-320-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3724.png;1121-210-330-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3725.png;1121-210-330-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3726.png;1121-210-320-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3727.png;1121-120-320-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3728.png;1121-120-330-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3729.png;1121-210-330-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3730.png;1121-210-330-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3731.png;1121-210-320-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3733.png;1121-120-320-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3735.png;1121-220-330-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3736.png;1121-120-320-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3737.png;1121-210-320-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3738.png;1121-120-330-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3739.png;1121-210-330-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3740.png;1121-120-330-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3741.png;1121-220-330-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3742.png;1121-210-330-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3744.png;1121-120-330-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3745.png;1121-210-330-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3746.png;1121-210-320-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3747.png;1121-120-330-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3748.png;1121-210-330-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3749.png;1121-120-330-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3750.png;1121-210-330-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3751.png;1121-210-330-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3752.png;1121-120-330-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3753.png;1121-210-320-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3754.png;1121-120-320-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3755.png;1121-220-310-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3756.png;1121-120-310-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3757.png;1121-218-310-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3758.png;1121-219-310-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3759.png;1121-4a0-310-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3760.png;1121-490-310-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3761.png;1121-120-310-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3762.png;1121-210-310-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3763.png;1121-218-310-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3764.png;1121-219-310-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3766.png;1121-120-310-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3767.png;1121-120-311-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3768.png;1121-120-310-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3769.png;1121-220-310-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3770.png;1121-4a0-310-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3771.png;1121-490-310-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3772.png;1121-120-310-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3773.png;1121-210-310-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3774.png;1121-120-310-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3775.png;1121-220-310-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3776.png;1121-220-310-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3777.png;1121-120-310-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3778.png;1121-120-311-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3779.png;1121-210-330-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3780.png;1121-120-330-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3782.png;1121-120-310-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3783.png;1121-210-310-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3784.png;1121-120-320-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3785.png;1121-210-320-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3786.png;1121-120-330-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3787.png;1121-210-330-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3788.png;1121-120-330-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3789.png;1121-120-310-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3793.png;1121-210-320-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3794.png;1121-120-320-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3797.png;1121-220-330-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3798.png;1121-220-330-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3799.png;1121-210-310-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3800.png;1121-120-311-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3801.png;1121-120-310-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3816.png;1121-120-310-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3817.png;1121-220-310-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3818.png;1121-229-310-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3820.png;1121-120-310-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3821.png;1121-220-310-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3822.png;1121-228-310-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3823.png;1121-229-310-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3824.png;1121-120-330-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3825.png;1121-210-330-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3826.png;1121-120-310-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3828.png;1121-210-320-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3829.png;1121-120-330-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3830.png;1121-210-330-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3832.png;1121-120-320-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3833.png;1121-210-320-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3834.png;1121-220-330-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3835.png;1121-120-330-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3836.png;1121-120-330-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3837.png;1121-210-330-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3838.png;1121-210-310-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3839.png;1121-120-310-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3840.png;1121-120-320-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3841.png;1121-210-330-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3842.png;1121-210-320-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3844.png;1121-120-330-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3845.png;1121-210-330-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3846.png;1121-229-310-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3847.png;1121-228-310-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3848.png;1121-120-961-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3850.png;1123-110-500-000
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3851.png;1123-211-500-000
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3861.png;1121-120-200-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3862.png;1121-210-230-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3863.png;1121-210-213-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3864.png;1121-210-230-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3865.png;1121-220-310-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3866.png;1121-120-310-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3867.png;1121-120-921-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3868.png;1121-230-921-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3869.png;1121-230-942-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3870.png;1121-120-942-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3872.png;1121-120-463-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3873.png;1121-230-463-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3874.png;1121-120-310-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3875.png;1121-220-310-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3877.png;1121-230-914-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3878.png;1121-230-943-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3881.png;1123-127-500-000
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3883.png;1121-230-915-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3884.png;1121-120-200-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3885.png;1121-210-230-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3886.png;1121-120-310-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3887.png;1121-220-310-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3888.png;112d-121-500-000
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3889.png;1121-120-200-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3890.png;1121-220-230-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3891.png;1121-120-200-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3892.png;1121-4b0-233-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3893.png;1121-220-230-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3894.png;1121-430-213-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3895.png;1121-420-213-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3916.png;1121-210-230-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3917.png;1121-120-200-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3919.png;1121-120-310-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3921.png;1121-120-330-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3922.png;1121-120-320-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3923.png;1123-127-500-000
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3924.png;1121-210-330-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3925.png;1121-210-320-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3946.png;1121-120-310-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3947.png;1121-210-310-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3948.png;1121-120-438-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3949.png;1121-240-434-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3951.png;1121-4a0-414-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3953.png;1121-4a0-414-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3954.png;1121-120-462-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3955.png;1121-230-462-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3956.png;1121-210-310-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3957.png;1121-120-310-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3958.png;1121-110-411-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3959.png;1121-110-411-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3960.png;1121-200-411-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3962.png;1121-200-411-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3963.png;1121-200-411-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3964.png;1121-200-411-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3967.png;1121-4a0-414-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3969.png;1121-110-411-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3971.png;1121-200-411-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3972.png;1121-120-200-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3973.png;1121-220-230-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3974.png;1121-220-230-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3975.png;1121-420-213-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3976.png;1121-430-213-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3978.png;1121-220-230-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3979.png;1121-220-213-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3980.png;1123-110-500-000
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3983.png;1121-120-943-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3984.png;1121-230-942-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3985.png;1121-320-941-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3986.png;1121-120-462-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3988.png;1121-120-943-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3989.png;1121-320-941-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3990.png;1121-120-943-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3991.png;1121-230-942-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3992.png;1121-240-421-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3993.png;1121-240-421-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3994.png;1121-120-421-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3995.png;1121-120-422-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3996.png;1121-240-422-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3997.png;1121-230-962-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3998.png;1121-120-962-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/3999.png;1121-120-422-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/4000.png;1121-240-422-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/4001.png;1121-240-434-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/4002.png;1121-490-413-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/4003.png;1121-120-422-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/4004.png;1121-490-413-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/4005.png;1121-240-422-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/4006.png;1121-120-310-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/4007.png;1121-120-331-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/4008.png;1121-220-310-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/4009.png;1121-120-330-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/4010.png;1121-210-330-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/4011.png;1121-120-800-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/4012.png;1121-120-320-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/4013.png;1121-210-320-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/4014.png;1121-210-320-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/4015.png;1121-120-330-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/4016.png;1121-210-330-700
