2021-02-10 14:00:34.055033: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcudart.so.11.0
2021-02-10 14:04:32.231031: I tensorflow/compiler/jit/xla_cpu_device.cc:41] Not creating XLA devices, tf_xla_enable_xla_devices not set
2021-02-10 14:04:32.234344: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcuda.so.1
2021-02-10 14:04:32.303520: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1720] Found device 0 with properties: 
pciBusID: 0000:02:00.0 name: Tesla K40m computeCapability: 3.5
coreClock: 0.745GHz coreCount: 15 deviceMemorySize: 11.92GiB deviceMemoryBandwidth: 268.58GiB/s
2021-02-10 14:04:32.306292: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1720] Found device 1 with properties: 
pciBusID: 0000:03:00.0 name: Tesla K40m computeCapability: 3.5
coreClock: 0.745GHz coreCount: 15 deviceMemorySize: 11.92GiB deviceMemoryBandwidth: 268.58GiB/s
2021-02-10 14:04:32.307185: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcudart.so.11.0
2021-02-10 14:04:32.373374: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcublas.so.11
2021-02-10 14:04:32.374508: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcublasLt.so.11
2021-02-10 14:04:32.403531: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcufft.so.10
2021-02-10 14:04:32.427333: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcurand.so.10
2021-02-10 14:04:32.429103: W tensorflow/stream_executor/platform/default/dso_loader.cc:60] Could not load dynamic library 'libcusolver.so.10'; dlerror: libcusolver.so.10: cannot open shared object file: No such file or directory; LD_LIBRARY_PATH: /.singularity.d/libs
2021-02-10 14:04:32.445065: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcusparse.so.11
2021-02-10 14:04:32.446353: W tensorflow/stream_executor/platform/default/dso_loader.cc:60] Could not load dynamic library 'libcudnn.so.8'; dlerror: libcudnn.so.8: cannot open shared object file: No such file or directory; LD_LIBRARY_PATH: /.singularity.d/libs
2021-02-10 14:04:32.447166: W tensorflow/core/common_runtime/gpu/gpu_device.cc:1757] Cannot dlopen some GPU libraries. Please make sure the missing libraries mentioned above are installed properly if you would like to use GPU. Follow the guide at https://www.tensorflow.org/install/gpu for how to download and setup the required libraries for your platform.
Skipping registering GPU devices...
2021-02-10 14:04:32.450167: I tensorflow/compiler/jit/xla_gpu_device.cc:99] Not creating XLA devices, tf_xla_enable_xla_devices not set
2021-02-10 14:04:32.450962: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1261] Device interconnect StreamExecutor with strength 1 edge matrix:
2021-02-10 14:04:32.451741: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1267]      
INFO: loading CT volume...
Done.
3D FFT computed.


Epoch 1: training on 10935 images and validating on 3645 images.

2021-02-10 14:04:40.241353: I tensorflow/compiler/mlir/mlir_graph_optimization_pass.cc:116] None of the MLIR optimization passes are enabled (registered 2)
2021-02-10 14:04:40.245281: I tensorflow/core/platform/profile_utils/cpu_utils.cc:112] CPU Frequency: 2100160000 Hz
Step 1: 	 loss = 72.9257 	 acc = 0.0000 	 (9.23 seconds/step)
Step 10509: 	 loss = 45.0245 	 acc = 0.5000 	 (3.06 seconds/step)
Step 10510: 	 loss = 50.3711 	 acc = 0.7500 	 (2.93 seconds/step)
Step 10511: 	 loss = 46.9151 	 acc = 0.6250 	 (2.99 seconds/step)
Step 10512: 	 loss = 48.9983 	 acc = 0.3750 	 (2.95 seconds/step)
Step 10513: 	 loss = 45.0477 	 acc = 0.6250 	 (2.92 seconds/step)
Step 10514: 	 loss = 49.5685 	 acc = 0.5000 	 (3.02 seconds/step)
Step 10515: 	 loss = 45.4237 	 acc = 0.8750 	 (3.02 seconds/step)
Step 10516: 	 loss = 45.4295 	 acc = 0.8750 	 (2.90 seconds/step)
Step 10517: 	 loss = 47.2112 	 acc = 0.7500 	 (2.94 seconds/step)
Step 10518: 	 loss = 47.2319 	 acc = 0.5000 	 (2.92 seconds/step)
Step 10519: 	 loss = 50.0273 	 acc = 0.8750 	 (2.97 seconds/step)
Step 10520: 	 loss = 50.8080 	 acc = 0.5000 	 (2.97 seconds/step)
Step 10521: 	 loss = 49.0485 	 acc = 0.7500 	 (2.99 seconds/step)
Step 10522: 	 loss = 51.0103 	 acc = 0.6250 	 (3.04 seconds/step)
Step 10523: 	 loss = 50.0191 	 acc = 0.8750 	 (2.99 seconds/step)
Step 10524: 	 loss = 47.8046 	 acc = 0.7500 	 (2.99 seconds/step)
Step 10525: 	 loss = 48.6218 	 acc = 0.6250 	 (3.02 seconds/step)
Step 10526: 	 loss = 49.4816 	 acc = 0.3750 	 (2.94 seconds/step)
Step 10527: 	 loss = 45.1529 	 acc = 0.6250 	 (2.94 seconds/step)
Step 10528: 	 loss = 48.3543 	 acc = 0.8750 	 (2.90 seconds/step)
Step 10529: 	 loss = 50.7998 	 acc = 0.8750 	 (3.02 seconds/step)
Step 10530: 	 loss = 51.0120 	 acc = 1.0000 	 (3.00 seconds/step)
Step 10531: 	 loss = 45.8153 	 acc = 0.6250 	 (2.93 seconds/step)
Step 10532: 	 loss = 50.3595 	 acc = 0.8750 	 (2.88 seconds/step)
Step 10533: 	 loss = 49.7771 	 acc = 0.8750 	 (2.98 seconds/step)
Step 10534: 	 loss = 48.5310 	 acc = 0.7500 	 (2.92 seconds/step)
Step 10535: 	 loss = 46.5362 	 acc = 0.8750 	 (3.02 seconds/step)
Step 10536: 	 loss = 50.0039 	 acc = 0.7500 	 (3.01 seconds/step)
Step 10537: 	 loss = 49.0706 	 acc = 0.7500 	 (3.02 seconds/step)
Step 10538: 	 loss = 50.2956 	 acc = 1.0000 	 (2.95 seconds/step)
Step 10539: 	 loss = 42.3377 	 acc = 0.6250 	 (2.98 seconds/step)
Step 10540: 	 loss = 51.0164 	 acc = 0.8750 	 (2.91 seconds/step)
Step 10541: 	 loss = 48.9272 	 acc = 0.6250 	 (2.97 seconds/step)
Step 10542: 	 loss = 47.3973 	 acc = 0.8750 	 (2.95 seconds/step)
Step 10543: 	 loss = 49.4338 	 acc = 0.7500 	 (2.86 seconds/step)
Step 10544: 	 loss = 47.9780 	 acc = 1.0000 	 (2.99 seconds/step)
Step 10545: 	 loss = 49.0084 	 acc = 0.6250 	 (2.99 seconds/step)
Step 10546: 	 loss = 49.4090 	 acc = 0.6250 	 (3.06 seconds/step)
Step 10547: 	 loss = 50.2429 	 acc = 0.6250 	 (2.95 seconds/step)
Step 10548: 	 loss = 51.0212 	 acc = 0.8750 	 (3.09 seconds/step)
Step 10549: 	 loss = 50.9594 	 acc = 0.8750 	 (2.94 seconds/step)
Step 10550: 	 loss = 50.8050 	 acc = 0.5000 	 (2.95 seconds/step)
Step 10551: 	 loss = 48.5516 	 acc = 0.8750 	 (2.96 seconds/step)
Step 10552: 	 loss = 46.3254 	 acc = 0.3750 	 (2.96 seconds/step)
Step 10553: 	 loss = 50.5975 	 acc = 0.7500 	 (2.95 seconds/step)
Step 10554: 	 loss = 46.9527 	 acc = 1.0000 	 (2.94 seconds/step)
Step 10555: 	 loss = 49.4840 	 acc = 0.3750 	 (2.96 seconds/step)
Step 10556: 	 loss = 48.9287 	 acc = 0.8750 	 (2.95 seconds/step)
Step 10557: 	 loss = 46.9103 	 acc = 0.6250 	 (2.94 seconds/step)
Step 10558: 	 loss = 48.0791 	 acc = 0.5000 	 (3.00 seconds/step)
Step 10559: 	 loss = 49.0176 	 acc = 0.8750 	 (2.99 seconds/step)
Step 10560: 	 loss = 47.4472 	 acc = 0.7500 	 (3.01 seconds/step)
Step 10561: 	 loss = 46.6155 	 acc = 0.8750 	 (2.95 seconds/step)
Step 10562: 	 loss = 45.1283 	 acc = 0.7500 	 (2.86 seconds/step)
Step 10563: 	 loss = 50.2402 	 acc = 0.8750 	 (2.98 seconds/step)
Step 10564: 	 loss = 48.2282 	 acc = 0.3750 	 (3.06 seconds/step)
Step 10565: 	 loss = 49.8836 	 acc = 0.3750 	 (2.96 seconds/step)
Step 10566: 	 loss = 45.4638 	 acc = 0.5000 	 (2.98 seconds/step)
Step 10567: 	 loss = 49.7619 	 acc = 0.7500 	 (2.99 seconds/step)
Step 10568: 	 loss = 46.7563 	 acc = 0.8750 	 (2.91 seconds/step)
Step 10569: 	 loss = 48.4841 	 acc = 0.8750 	 (2.92 seconds/step)
Step 10570: 	 loss = 48.0972 	 acc = 0.5000 	 (2.95 seconds/step)
Step 10571: 	 loss = 49.0598 	 acc = 0.6250 	 (2.97 seconds/step)
Step 10572: 	 loss = 50.0359 	 acc = 0.8750 	 (2.88 seconds/step)
Step 10573: 	 loss = 48.0766 	 acc = 0.8750 	 (3.00 seconds/step)
Step 10574: 	 loss = 49.8200 	 acc = 0.5000 	 (2.95 seconds/step)
Step 10575: 	 loss = 50.3168 	 acc = 1.0000 	 (2.85 seconds/step)
Step 10576: 	 loss = 49.6789 	 acc = 0.7500 	 (2.90 seconds/step)
Step 10577: 	 loss = 49.6656 	 acc = 0.7500 	 (2.93 seconds/step)
Step 10578: 	 loss = 47.8385 	 acc = 0.7500 	 (2.95 seconds/step)
Step 10579: 	 loss = 50.6157 	 acc = 0.7500 	 (2.93 seconds/step)
Step 10580: 	 loss = 50.2853 	 acc = 0.6250 	 (3.01 seconds/step)
Step 10581: 	 loss = 47.2764 	 acc = 0.6250 	 (3.02 seconds/step)
Step 10582: 	 loss = 48.1031 	 acc = 0.8750 	 (2.96 seconds/step)
Step 10583: 	 loss = 48.5879 	 acc = 0.8750 	 (2.99 seconds/step)
Step 10584: 	 loss = 45.9171 	 acc = 0.8750 	 (3.00 seconds/step)
Step 10585: 	 loss = 49.2001 	 acc = 0.6250 	 (2.99 seconds/step)
Step 10586: 	 loss = 43.6832 	 acc = 0.3750 	 (2.98 seconds/step)
Step 10587: 	 loss = 50.1468 	 acc = 0.6250 	 (2.89 seconds/step)
Step 10588: 	 loss = 50.7974 	 acc = 0.6250 	 (2.81 seconds/step)
Step 10589: 	 loss = 50.3083 	 acc = 0.6250 	 (2.97 seconds/step)
Step 10590: 	 loss = 50.8683 	 acc = 1.0000 	 (2.97 seconds/step)
Step 10591: 	 loss = 48.4509 	 acc = 0.8750 	 (3.04 seconds/step)
Step 10592: 	 loss = 47.5305 	 acc = 0.5000 	 (2.93 seconds/step)
Step 10593: 	 loss = 46.6893 	 acc = 0.8750 	 (2.94 seconds/step)
Step 10594: 	 loss = 46.2020 	 acc = 0.6250 	 (2.98 seconds/step)
Step 10595: 	 loss = 46.8827 	 acc = 0.8750 	 (3.00 seconds/step)
Step 10596: 	 loss = 50.9857 	 acc = 0.7500 	 (2.86 seconds/step)
Step 10597: 	 loss = 42.2918 	 acc = 0.6250 	 (2.96 seconds/step)
Step 10598: 	 loss = 47.7638 	 acc = 0.5000 	 (2.99 seconds/step)
Step 10599: 	 loss = 47.8885 	 acc = 0.8750 	 (2.90 seconds/step)
Step 10600: 	 loss = 50.7035 	 acc = 0.7500 	 (2.97 seconds/step)
Step 10601: 	 loss = 48.6523 	 acc = 0.3750 	 (2.92 seconds/step)
Step 10602: 	 loss = 45.9416 	 acc = 0.7500 	 (2.97 seconds/step)
Step 10603: 	 loss = 47.4982 	 acc = 0.7500 	 (2.97 seconds/step)
Step 10604: 	 loss = 49.9625 	 acc = 0.6250 	 (3.04 seconds/step)
Step 10605: 	 loss = 38.5886 	 acc = 0.3750 	 (2.93 seconds/step)
Step 10606: 	 loss = 45.1855 	 acc = 0.7500 	 (2.98 seconds/step)
Step 10607: 	 loss = 47.9514 	 acc = 0.8750 	 (2.98 seconds/step)
Step 10608: 	 loss = 45.5589 	 acc = 0.7500 	 (2.98 seconds/step)
Step 10609: 	 loss = 50.5779 	 acc = 0.8750 	 (3.01 seconds/step)
Step 10610: 	 loss = 50.8826 	 acc = 0.6250 	 (2.98 seconds/step)
Step 10611: 	 loss = 48.0814 	 acc = 0.7500 	 (2.88 seconds/step)
Step 10612: 	 loss = 46.6894 	 acc = 0.5000 	 (2.94 seconds/step)
Step 10613: 	 loss = 48.6765 	 acc = 0.2500 	 (2.87 seconds/step)
Step 10614: 	 loss = 47.4352 	 acc = 0.5000 	 (2.96 seconds/step)
Step 10615: 	 loss = 50.4850 	 acc = 0.5000 	 (2.98 seconds/step)
Step 10616: 	 loss = 43.5275 	 acc = 0.7500 	 (2.91 seconds/step)
Step 10617: 	 loss = 50.0186 	 acc = 1.0000 	 (2.93 seconds/step)
Step 10618: 	 loss = 50.8727 	 acc = 0.5000 	 (2.94 seconds/step)
Step 10619: 	 loss = 48.3381 	 acc = 0.8750 	 (3.01 seconds/step)
Step 10620: 	 loss = 47.7537 	 acc = 0.6250 	 (2.88 seconds/step)
Step 10621: 	 loss = 50.8403 	 acc = 0.6250 	 (2.91 seconds/step)
Step 10622: 	 loss = 50.8697 	 acc = 0.6250 	 (3.03 seconds/step)
Step 10623: 	 loss = 41.0827 	 acc = 0.5000 	 (2.95 seconds/step)
Step 10624: 	 loss = 50.7267 	 acc = 0.7500 	 (2.90 seconds/step)
Step 10625: 	 loss = 48.6440 	 acc = 0.6250 	 (2.89 seconds/step)
Step 10626: 	 loss = 50.4135 	 acc = 0.5000 	 (2.96 seconds/step)
Step 10627: 	 loss = 49.8874 	 acc = 0.6250 	 (2.98 seconds/step)
Step 10628: 	 loss = 50.1219 	 acc = 0.7500 	 (2.89 seconds/step)
Step 10629: 	 loss = 50.9985 	 acc = 1.0000 	 (2.96 seconds/step)
Step 10630: 	 loss = 48.8706 	 acc = 0.6250 	 (2.98 seconds/step)
Step 10631: 	 loss = 49.9773 	 acc = 0.6250 	 (2.98 seconds/step)
Step 10632: 	 loss = 50.8542 	 acc = 0.8750 	 (2.96 seconds/step)
Step 10633: 	 loss = 49.7953 	 acc = 0.5000 	 (2.93 seconds/step)
Step 10634: 	 loss = 45.1826 	 acc = 0.6250 	 (2.94 seconds/step)
Step 10635: 	 loss = 46.5440 	 acc = 0.8750 	 (2.97 seconds/step)
Step 10636: 	 loss = 41.3415 	 acc = 0.8750 	 (2.94 seconds/step)
Step 10637: 	 loss = 47.2665 	 acc = 0.5000 	 (3.02 seconds/step)
Step 10638: 	 loss = 48.0427 	 acc = 0.6250 	 (3.03 seconds/step)
Step 10639: 	 loss = 45.0732 	 acc = 0.5000 	 (2.92 seconds/step)
Step 10640: 	 loss = 45.0111 	 acc = 0.3750 	 (2.99 seconds/step)
Step 10641: 	 loss = 49.8402 	 acc = 0.5000 	 (2.87 seconds/step)
Step 10642: 	 loss = 46.7702 	 acc = 0.5000 	 (2.95 seconds/step)
Step 10643: 	 loss = 43.0570 	 acc = 0.5000 	 (2.91 seconds/step)
Step 10644: 	 loss = 46.0023 	 acc = 0.6250 	 (3.04 seconds/step)
Step 10645: 	 loss = 46.2440 	 acc = 0.8750 	 (3.03 seconds/step)
Step 10646: 	 loss = 46.3949 	 acc = 0.6250 	 (2.96 seconds/step)
Step 10647: 	 loss = 44.0799 	 acc = 0.7500 	 (2.95 seconds/step)
Step 10648: 	 loss = 46.2162 	 acc = 0.6250 	 (2.87 seconds/step)
Step 10649: 	 loss = 46.6022 	 acc = 0.6250 	 (2.90 seconds/step)
Step 10650: 	 loss = 46.5401 	 acc = 0.5000 	 (2.96 seconds/step)
Step 10651: 	 loss = 50.0321 	 acc = 0.7500 	 (2.97 seconds/step)
Step 10652: 	 loss = 49.2854 	 acc = 0.7500 	 (3.00 seconds/step)
Step 10653: 	 loss = 47.8127 	 acc = 0.3750 	 (2.87 seconds/step)
Step 10654: 	 loss = 48.9030 	 acc = 0.8750 	 (2.97 seconds/step)
Step 10655: 	 loss = 48.7988 	 acc = 0.7500 	 (2.94 seconds/step)
Step 10656: 	 loss = 49.3120 	 acc = 0.7500 	 (2.95 seconds/step)
Step 10657: 	 loss = 48.2718 	 acc = 0.7500 	 (2.93 seconds/step)
Step 10658: 	 loss = 49.6832 	 acc = 0.2500 	 (2.96 seconds/step)
Step 10659: 	 loss = 49.7930 	 acc = 0.6250 	 (2.92 seconds/step)
Step 10660: 	 loss = 47.9026 	 acc = 0.8750 	 (2.91 seconds/step)
Step 10661: 	 loss = 49.9742 	 acc = 0.7500 	 (2.91 seconds/step)
Step 10662: 	 loss = 51.0173 	 acc = 0.7500 	 (2.94 seconds/step)
Step 10663: 	 loss = 42.6852 	 acc = 0.3750 	 (2.84 seconds/step)
Step 10664: 	 loss = 42.0338 	 acc = 1.0000 	 (2.99 seconds/step)
Step 10665: 	 loss = 49.6887 	 acc = 0.7500 	 (2.99 seconds/step)
Step 10666: 	 loss = 47.1785 	 acc = 1.0000 	 (3.02 seconds/step)
Step 10667: 	 loss = 48.2844 	 acc = 0.7500 	 (2.99 seconds/step)
Step 10668: 	 loss = 45.6292 	 acc = 0.7500 	 (2.95 seconds/step)
Step 10669: 	 loss = 45.5350 	 acc = 0.7500 	 (2.99 seconds/step)
Step 10670: 	 loss = 50.3212 	 acc = 0.8750 	 (2.97 seconds/step)
Step 10671: 	 loss = 43.0727 	 acc = 0.6250 	 (2.92 seconds/step)
Step 10672: 	 loss = 47.2276 	 acc = 0.8750 	 (2.88 seconds/step)
Step 10673: 	 loss = 50.2939 	 acc = 0.5000 	 (2.96 seconds/step)
Step 10674: 	 loss = 46.8510 	 acc = 0.7500 	 (2.95 seconds/step)
Step 10675: 	 loss = 47.4867 	 acc = 0.6250 	 (2.96 seconds/step)
Step 10676: 	 loss = 42.9978 	 acc = 0.7500 	 (2.97 seconds/step)
Step 10677: 	 loss = 44.8106 	 acc = 0.5000 	 (2.93 seconds/step)
Step 10678: 	 loss = 46.4235 	 acc = 0.8750 	 (2.92 seconds/step)
Step 10679: 	 loss = 50.6188 	 acc = 0.5000 	 (2.95 seconds/step)
Step 10680: 	 loss = 49.8333 	 acc = 0.7500 	 (2.98 seconds/step)
Step 10681: 	 loss = 50.5117 	 acc = 0.7500 	 (2.98 seconds/step)
Step 10682: 	 loss = 49.7386 	 acc = 0.6250 	 (2.91 seconds/step)
Step 10683: 	 loss = 49.5504 	 acc = 1.0000 	 (2.98 seconds/step)
Step 10684: 	 loss = 46.0354 	 acc = 0.7500 	 (2.93 seconds/step)
Step 10685: 	 loss = 44.1424 	 acc = 0.3750 	 (2.89 seconds/step)
Step 10686: 	 loss = 49.7436 	 acc = 0.6250 	 (2.95 seconds/step)
Step 10687: 	 loss = 48.1555 	 acc = 0.7500 	 (3.01 seconds/step)
Step 10688: 	 loss = 49.1815 	 acc = 0.5000 	 (3.01 seconds/step)
Step 10689: 	 loss = 47.5392 	 acc = 0.8750 	 (2.93 seconds/step)
Step 10690: 	 loss = 50.7468 	 acc = 0.6250 	 (2.93 seconds/step)
Step 10691: 	 loss = 46.2910 	 acc = 0.6250 	 (2.96 seconds/step)
Step 10692: 	 loss = 46.9306 	 acc = 0.7500 	 (2.95 seconds/step)
Step 10693: 	 loss = 43.0713 	 acc = 0.6250 	 (2.88 seconds/step)
Step 10694: 	 loss = 49.7709 	 acc = 0.6250 	 (2.98 seconds/step)
Step 10695: 	 loss = 50.2136 	 acc = 0.6250 	 (2.97 seconds/step)
Step 10696: 	 loss = 49.8041 	 acc = 0.6250 	 (2.98 seconds/step)
Step 10697: 	 loss = 49.7446 	 acc = 0.8750 	 (2.86 seconds/step)
Step 10698: 	 loss = 49.9081 	 acc = 0.3750 	 (2.91 seconds/step)
Step 10699: 	 loss = 46.5430 	 acc = 0.8750 	 (2.98 seconds/step)
Step 10700: 	 loss = 49.6056 	 acc = 0.8750 	 (2.87 seconds/step)
Step 10701: 	 loss = 48.6325 	 acc = 0.7500 	 (3.01 seconds/step)
Step 10702: 	 loss = 50.0092 	 acc = 0.6250 	 (2.97 seconds/step)
Step 10703: 	 loss = 49.4852 	 acc = 0.7500 	 (2.95 seconds/step)
Step 10704: 	 loss = 50.5800 	 acc = 0.5000 	 (2.98 seconds/step)
Step 10705: 	 loss = 46.0346 	 acc = 0.5000 	 (2.84 seconds/step)
Step 10706: 	 loss = 43.9465 	 acc = 0.6250 	 (3.06 seconds/step)
Step 10707: 	 loss = 50.9962 	 acc = 0.6250 	 (2.93 seconds/step)
Step 10708: 	 loss = 50.6645 	 acc = 1.0000 	 (2.98 seconds/step)
Step 10709: 	 loss = 48.9834 	 acc = 0.7500 	 (2.99 seconds/step)
Step 10710: 	 loss = 49.0205 	 acc = 0.2500 	 (3.04 seconds/step)
Step 10711: 	 loss = 50.8555 	 acc = 0.8750 	 (2.98 seconds/step)
Step 10712: 	 loss = 49.7499 	 acc = 0.8750 	 (3.08 seconds/step)
Step 10713: 	 loss = 49.3262 	 acc = 0.5000 	 (2.92 seconds/step)
Step 10714: 	 loss = 44.6430 	 acc = 0.7500 	 (2.86 seconds/step)
Step 10715: 	 loss = 50.4819 	 acc = 0.8750 	 (3.00 seconds/step)
Step 10716: 	 loss = 46.8689 	 acc = 0.7500 	 (2.91 seconds/step)
Step 10717: 	 loss = 48.8622 	 acc = 0.5000 	 (3.00 seconds/step)
Step 10718: 	 loss = 50.2552 	 acc = 1.0000 	 (2.99 seconds/step)
Step 10719: 	 loss = 49.8687 	 acc = 0.3750 	 (2.97 seconds/step)
Step 10720: 	 loss = 44.8416 	 acc = 0.6250 	 (2.99 seconds/step)
Step 10721: 	 loss = 49.7857 	 acc = 0.8750 	 (2.96 seconds/step)
Step 10722: 	 loss = 46.4711 	 acc = 0.8750 	 (2.94 seconds/step)
Step 10723: 	 loss = 50.2725 	 acc = 0.8750 	 (3.03 seconds/step)
Step 10724: 	 loss = 48.3482 	 acc = 0.7500 	 (2.89 seconds/step)
Step 10725: 	 loss = 46.0611 	 acc = 0.8750 	 (2.96 seconds/step)
Step 10726: 	 loss = 42.7115 	 acc = 0.5000 	 (2.90 seconds/step)
Step 10727: 	 loss = 51.0041 	 acc = 0.8750 	 (3.02 seconds/step)
Step 10728: 	 loss = 49.3126 	 acc = 0.6250 	 (2.92 seconds/step)
Step 10729: 	 loss = 50.4851 	 acc = 0.7500 	 (2.94 seconds/step)
Step 10730: 	 loss = 47.4904 	 acc = 0.3750 	 (2.94 seconds/step)
Step 10731: 	 loss = 46.8319 	 acc = 0.8750 	 (2.97 seconds/step)
Step 10732: 	 loss = 50.6903 	 acc = 0.6250 	 (2.89 seconds/step)
Step 10733: 	 loss = 48.8368 	 acc = 0.5000 	 (2.89 seconds/step)
Step 10734: 	 loss = 49.4087 	 acc = 0.8750 	 (2.96 seconds/step)
Step 10735: 	 loss = 50.8750 	 acc = 0.6250 	 (2.90 seconds/step)
Step 10736: 	 loss = 45.4641 	 acc = 0.6250 	 (2.91 seconds/step)
Step 10737: 	 loss = 48.6259 	 acc = 0.5000 	 (3.01 seconds/step)
Step 10738: 	 loss = 45.9607 	 acc = 0.8750 	 (2.93 seconds/step)
Step 10739: 	 loss = 49.9572 	 acc = 0.7500 	 (3.05 seconds/step)
Step 10740: 	 loss = 48.5132 	 acc = 0.6250 	 (2.95 seconds/step)
Step 10741: 	 loss = 49.1449 	 acc = 0.8750 	 (2.82 seconds/step)
Step 10742: 	 loss = 49.7223 	 acc = 0.6250 	 (2.97 seconds/step)
Step 10743: 	 loss = 50.3655 	 acc = 0.8750 	 (2.99 seconds/step)
Step 10744: 	 loss = 49.3091 	 acc = 0.7500 	 (2.97 seconds/step)
Step 10745: 	 loss = 47.0557 	 acc = 0.6250 	 (2.95 seconds/step)
Step 10746: 	 loss = 47.0525 	 acc = 0.8750 	 (3.01 seconds/step)
Step 10747: 	 loss = 45.8204 	 acc = 0.8750 	 (2.98 seconds/step)
Step 10748: 	 loss = 50.2619 	 acc = 0.8750 	 (2.96 seconds/step)
Step 10749: 	 loss = 46.5303 	 acc = 0.8750 	 (2.91 seconds/step)
Step 10750: 	 loss = 49.3961 	 acc = 0.7500 	 (2.94 seconds/step)
Step 10751: 	 loss = 48.7363 	 acc = 0.7500 	 (2.98 seconds/step)
Step 10752: 	 loss = 43.7802 	 acc = 0.5000 	 (2.95 seconds/step)
Step 10753: 	 loss = 50.3717 	 acc = 0.8750 	 (2.93 seconds/step)
Step 10754: 	 loss = 46.0664 	 acc = 0.6250 	 (2.88 seconds/step)
Step 10755: 	 loss = 49.4806 	 acc = 1.0000 	 (3.02 seconds/step)
Step 10756: 	 loss = 46.2909 	 acc = 0.7500 	 (3.04 seconds/step)
Step 10757: 	 loss = 45.8695 	 acc = 0.6250 	 (2.96 seconds/step)
Step 10758: 	 loss = 49.8772 	 acc = 0.5000 	 (2.93 seconds/step)
Step 10759: 	 loss = 47.4807 	 acc = 0.5000 	 (2.91 seconds/step)
Step 10760: 	 loss = 47.9977 	 acc = 0.6250 	 (3.05 seconds/step)
Step 10761: 	 loss = 48.7922 	 acc = 0.6250 	 (2.88 seconds/step)
Step 10762: 	 loss = 50.8747 	 acc = 0.7500 	 (2.98 seconds/step)
Step 10763: 	 loss = 49.2982 	 acc = 0.5000 	 (2.95 seconds/step)
Step 10764: 	 loss = 48.8501 	 acc = 0.7500 	 (2.92 seconds/step)
Step 10765: 	 loss = 47.4053 	 acc = 0.6250 	 (3.00 seconds/step)
Step 10766: 	 loss = 43.2380 	 acc = 0.6250 	 (2.98 seconds/step)
Step 10767: 	 loss = 47.3187 	 acc = 0.5000 	 (3.00 seconds/step)
Step 10768: 	 loss = 50.0818 	 acc = 0.5000 	 (2.90 seconds/step)
Step 10769: 	 loss = 48.9804 	 acc = 0.7500 	 (2.93 seconds/step)
Step 10770: 	 loss = 49.6790 	 acc = 0.7500 	 (2.97 seconds/step)
Step 10771: 	 loss = 50.7162 	 acc = 0.8750 	 (2.96 seconds/step)
Step 10772: 	 loss = 50.8465 	 acc = 0.6250 	 (3.04 seconds/step)
Step 10773: 	 loss = 47.1944 	 acc = 0.6250 	 (2.90 seconds/step)
Step 10774: 	 loss = 49.2162 	 acc = 0.7500 	 (2.89 seconds/step)
Step 10775: 	 loss = 47.4982 	 acc = 0.6250 	 (2.97 seconds/step)
Step 10776: 	 loss = 48.0122 	 acc = 0.2500 	 (2.98 seconds/step)
Step 10777: 	 loss = 48.6066 	 acc = 0.6250 	 (2.95 seconds/step)
Step 10778: 	 loss = 47.4083 	 acc = 0.7500 	 (2.89 seconds/step)
Step 10779: 	 loss = 49.7620 	 acc = 0.6250 	 (2.95 seconds/step)
Step 10780: 	 loss = 47.7045 	 acc = 0.7500 	 (3.04 seconds/step)
Step 10781: 	 loss = 48.3624 	 acc = 0.8750 	 (2.93 seconds/step)
Step 10782: 	 loss = 51.0308 	 acc = 0.7500 	 (2.98 seconds/step)
Step 10783: 	 loss = 49.9093 	 acc = 0.8750 	 (2.94 seconds/step)
Step 10784: 	 loss = 46.1544 	 acc = 0.7500 	 (2.84 seconds/step)
Step 10785: 	 loss = 45.8323 	 acc = 0.5000 	 (2.90 seconds/step)
Step 10786: 	 loss = 44.7477 	 acc = 0.6250 	 (2.98 seconds/step)
Step 10787: 	 loss = 49.5405 	 acc = 0.6250 	 (2.99 seconds/step)
Step 10788: 	 loss = 43.1374 	 acc = 0.7500 	 (3.00 seconds/step)
Step 10789: 	 loss = 49.3783 	 acc = 1.0000 	 (2.89 seconds/step)
Step 10790: 	 loss = 48.2980 	 acc = 0.5000 	 (2.97 seconds/step)
Step 10791: 	 loss = 50.4813 	 acc = 0.6250 	 (3.02 seconds/step)
Step 10792: 	 loss = 48.5724 	 acc = 0.5000 	 (2.92 seconds/step)
Step 10793: 	 loss = 47.9401 	 acc = 0.5000 	 (2.86 seconds/step)
