image,elevation,azimuth
SMIR.Body.030Y.F.CT.59466_140_260.png,140,260
SMIR.Body.030Y.F.CT.59466_140_270.png,140,270
SMIR.Body.030Y.F.CT.59466_140_280.png,140,280
SMIR.Body.030Y.F.CT.59466_140_290.png,140,290
SMIR.Body.030Y.F.CT.59466_140_300.png,140,300
SMIR.Body.030Y.F.CT.59466_140_310.png,140,310
SMIR.Body.030Y.F.CT.59466_140_320.png,140,320
SMIR.Body.030Y.F.CT.59466_140_330.png,140,330
SMIR.Body.030Y.F.CT.59466_140_340.png,140,340
SMIR.Body.030Y.F.CT.59466_140_350.png,140,350
SMIR.Body.030Y.F.CT.59466_150_0.png,150,0
SMIR.Body.030Y.F.CT.59466_150_10.png,150,10
SMIR.Body.030Y.F.CT.59466_150_20.png,150,20
SMIR.Body.030Y.F.CT.59466_150_30.png,150,30
SMIR.Body.030Y.F.CT.59466_150_40.png,150,40
SMIR.Body.030Y.F.CT.59466_150_50.png,150,50
SMIR.Body.030Y.F.CT.59466_150_60.png,150,60
SMIR.Body.030Y.F.CT.59466_150_70.png,150,70
SMIR.Body.030Y.F.CT.59466_150_80.png,150,80
SMIR.Body.030Y.F.CT.59466_150_90.png,150,90
SMIR.Body.030Y.F.CT.59466_150_100.png,150,100
SMIR.Body.030Y.F.CT.59466_150_110.png,150,110
SMIR.Body.030Y.F.CT.59466_150_120.png,150,120
SMIR.Body.030Y.F.CT.59466_150_130.png,150,130
SMIR.Body.030Y.F.CT.59466_150_140.png,150,140
SMIR.Body.030Y.F.CT.59466_150_150.png,150,150
SMIR.Body.030Y.F.CT.59466_150_160.png,150,160
SMIR.Body.030Y.F.CT.59466_150_170.png,150,170
SMIR.Body.030Y.F.CT.59466_150_180.png,150,180
SMIR.Body.030Y.F.CT.59466_150_190.png,150,190
SMIR.Body.030Y.F.CT.59466_150_200.png,150,200
SMIR.Body.030Y.F.CT.59466_150_210.png,150,210
SMIR.Body.030Y.F.CT.59466_150_220.png,150,220
SMIR.Body.030Y.F.CT.59466_150_230.png,150,230
SMIR.Body.030Y.F.CT.59466_150_240.png,150,240
SMIR.Body.030Y.F.CT.59466_150_250.png,150,250
SMIR.Body.030Y.F.CT.59466_150_260.png,150,260
SMIR.Body.030Y.F.CT.59466_150_270.png,150,270
SMIR.Body.030Y.F.CT.59466_150_280.png,150,280
SMIR.Body.030Y.F.CT.59466_150_290.png,150,290
SMIR.Body.030Y.F.CT.59466_150_300.png,150,300
SMIR.Body.030Y.F.CT.59466_150_310.png,150,310
SMIR.Body.030Y.F.CT.59466_150_320.png,150,320
SMIR.Body.030Y.F.CT.59466_150_330.png,150,330
SMIR.Body.030Y.F.CT.59466_150_340.png,150,340
SMIR.Body.030Y.F.CT.59466_150_350.png,150,350
SMIR.Body.030Y.F.CT.59466_160_0.png,160,0
SMIR.Body.030Y.F.CT.59466_160_10.png,160,10
SMIR.Body.030Y.F.CT.59466_160_20.png,160,20
SMIR.Body.030Y.F.CT.59466_160_30.png,160,30
SMIR.Body.030Y.F.CT.59466_160_40.png,160,40
SMIR.Body.030Y.F.CT.59466_160_50.png,160,50
SMIR.Body.030Y.F.CT.59466_160_60.png,160,60
SMIR.Body.030Y.F.CT.59466_160_70.png,160,70
SMIR.Body.030Y.F.CT.59466_160_80.png,160,80
SMIR.Body.030Y.F.CT.59466_160_90.png,160,90
SMIR.Body.030Y.F.CT.59466_160_100.png,160,100
SMIR.Body.030Y.F.CT.59466_160_110.png,160,110
SMIR.Body.030Y.F.CT.59466_160_120.png,160,120
SMIR.Body.030Y.F.CT.59466_160_130.png,160,130
SMIR.Body.030Y.F.CT.59466_160_140.png,160,140
SMIR.Body.030Y.F.CT.59466_160_150.png,160,150
SMIR.Body.030Y.F.CT.59466_160_160.png,160,160
SMIR.Body.030Y.F.CT.59466_160_170.png,160,170
SMIR.Body.030Y.F.CT.59466_160_180.png,160,180
SMIR.Body.030Y.F.CT.59466_160_190.png,160,190
SMIR.Body.030Y.F.CT.59466_160_200.png,160,200
SMIR.Body.030Y.F.CT.59466_160_210.png,160,210
SMIR.Body.030Y.F.CT.59466_160_220.png,160,220
SMIR.Body.030Y.F.CT.59466_160_230.png,160,230
SMIR.Body.030Y.F.CT.59466_160_240.png,160,240
SMIR.Body.030Y.F.CT.59466_160_250.png,160,250
SMIR.Body.030Y.F.CT.59466_160_260.png,160,260
SMIR.Body.030Y.F.CT.59466_160_270.png,160,270
SMIR.Body.030Y.F.CT.59466_160_280.png,160,280
SMIR.Body.030Y.F.CT.59466_160_290.png,160,290
SMIR.Body.030Y.F.CT.59466_160_300.png,160,300
SMIR.Body.030Y.F.CT.59466_160_310.png,160,310
SMIR.Body.030Y.F.CT.59466_160_320.png,160,320
SMIR.Body.030Y.F.CT.59466_160_330.png,160,330
SMIR.Body.030Y.F.CT.59466_160_340.png,160,340
SMIR.Body.030Y.F.CT.59466_160_350.png,160,350
SMIR.Body.030Y.F.CT.59466_170_0.png,170,0
SMIR.Body.030Y.F.CT.59466_170_10.png,170,10
SMIR.Body.030Y.F.CT.59466_170_20.png,170,20
SMIR.Body.030Y.F.CT.59466_170_30.png,170,30
SMIR.Body.030Y.F.CT.59466_170_40.png,170,40
SMIR.Body.030Y.F.CT.59466_170_50.png,170,50
SMIR.Body.030Y.F.CT.59466_170_60.png,170,60
SMIR.Body.030Y.F.CT.59466_170_70.png,170,70
SMIR.Body.030Y.F.CT.59466_170_80.png,170,80
SMIR.Body.030Y.F.CT.59466_170_90.png,170,90
SMIR.Body.030Y.F.CT.59466_170_100.png,170,100
SMIR.Body.030Y.F.CT.59466_170_110.png,170,110
SMIR.Body.030Y.F.CT.59466_170_120.png,170,120
SMIR.Body.030Y.F.CT.59466_170_130.png,170,130
SMIR.Body.030Y.F.CT.59466_170_140.png,170,140
SMIR.Body.030Y.F.CT.59466_170_150.png,170,150
SMIR.Body.030Y.F.CT.59466_170_160.png,170,160
SMIR.Body.030Y.F.CT.59466_170_170.png,170,170
SMIR.Body.030Y.F.CT.59466_170_180.png,170,180
SMIR.Body.030Y.F.CT.59466_170_190.png,170,190
SMIR.Body.030Y.F.CT.59466_170_200.png,170,200
SMIR.Body.030Y.F.CT.59466_170_210.png,170,210
SMIR.Body.030Y.F.CT.59466_170_220.png,170,220
SMIR.Body.030Y.F.CT.59466_170_230.png,170,230
SMIR.Body.030Y.F.CT.59466_170_240.png,170,240
SMIR.Body.030Y.F.CT.59466_170_250.png,170,250
SMIR.Body.030Y.F.CT.59466_170_260.png,170,260
SMIR.Body.030Y.F.CT.59466_170_270.png,170,270
SMIR.Body.030Y.F.CT.59466_170_280.png,170,280
SMIR.Body.030Y.F.CT.59466_170_290.png,170,290
SMIR.Body.030Y.F.CT.59466_170_300.png,170,300
SMIR.Body.030Y.F.CT.59466_170_310.png,170,310
SMIR.Body.030Y.F.CT.59466_170_320.png,170,320
SMIR.Body.030Y.F.CT.59466_170_330.png,170,330
SMIR.Body.030Y.F.CT.59466_170_340.png,170,340
SMIR.Body.030Y.F.CT.59466_170_350.png,170,350
SMIR.Body.030Y.F.CT.59471_0_0.png,0,0
SMIR.Body.030Y.F.CT.59471_0_10.png,0,10
SMIR.Body.030Y.F.CT.59471_0_20.png,0,20
SMIR.Body.030Y.F.CT.59471_0_30.png,0,30
SMIR.Body.030Y.F.CT.59471_0_40.png,0,40
SMIR.Body.030Y.F.CT.59471_0_50.png,0,50
SMIR.Body.030Y.F.CT.59471_0_60.png,0,60
SMIR.Body.030Y.F.CT.59471_0_70.png,0,70
SMIR.Body.030Y.F.CT.59471_0_80.png,0,80
SMIR.Body.030Y.F.CT.59471_0_90.png,0,90
SMIR.Body.030Y.F.CT.59471_0_100.png,0,100
SMIR.Body.030Y.F.CT.59471_0_110.png,0,110
SMIR.Body.030Y.F.CT.59471_0_120.png,0,120
SMIR.Body.030Y.F.CT.59471_0_130.png,0,130
SMIR.Body.030Y.F.CT.59471_0_140.png,0,140
SMIR.Body.030Y.F.CT.59471_0_150.png,0,150
SMIR.Body.030Y.F.CT.59471_0_160.png,0,160
SMIR.Body.030Y.F.CT.59471_0_170.png,0,170
SMIR.Body.030Y.F.CT.59471_0_180.png,0,180
SMIR.Body.030Y.F.CT.59471_0_190.png,0,190
SMIR.Body.030Y.F.CT.59471_0_200.png,0,200
SMIR.Body.030Y.F.CT.59471_0_210.png,0,210
SMIR.Body.030Y.F.CT.59471_0_220.png,0,220
SMIR.Body.030Y.F.CT.59471_0_230.png,0,230
SMIR.Body.030Y.F.CT.59471_0_240.png,0,240
SMIR.Body.030Y.F.CT.59471_0_250.png,0,250
SMIR.Body.030Y.F.CT.59471_0_260.png,0,260
SMIR.Body.030Y.F.CT.59471_0_270.png,0,270
SMIR.Body.030Y.F.CT.59471_0_280.png,0,280
SMIR.Body.030Y.F.CT.59471_0_290.png,0,290
SMIR.Body.030Y.F.CT.59471_0_300.png,0,300
SMIR.Body.030Y.F.CT.59471_0_310.png,0,310
SMIR.Body.030Y.F.CT.59471_0_320.png,0,320
SMIR.Body.030Y.F.CT.59471_0_330.png,0,330
SMIR.Body.030Y.F.CT.59471_0_340.png,0,340
SMIR.Body.030Y.F.CT.59471_0_350.png,0,350
SMIR.Body.030Y.F.CT.59471_10_0.png,10,0
SMIR.Body.030Y.F.CT.59471_10_10.png,10,10
SMIR.Body.030Y.F.CT.59471_10_20.png,10,20
SMIR.Body.030Y.F.CT.59471_10_30.png,10,30
SMIR.Body.030Y.F.CT.59471_10_40.png,10,40
SMIR.Body.030Y.F.CT.59471_10_50.png,10,50
SMIR.Body.030Y.F.CT.59471_10_60.png,10,60
SMIR.Body.030Y.F.CT.59471_10_70.png,10,70
SMIR.Body.030Y.F.CT.59471_10_80.png,10,80
SMIR.Body.030Y.F.CT.59471_10_90.png,10,90
SMIR.Body.030Y.F.CT.59471_10_100.png,10,100
SMIR.Body.030Y.F.CT.59471_10_110.png,10,110
SMIR.Body.030Y.F.CT.59471_10_120.png,10,120
SMIR.Body.030Y.F.CT.59471_10_130.png,10,130
SMIR.Body.030Y.F.CT.59471_10_140.png,10,140
SMIR.Body.030Y.F.CT.59471_10_150.png,10,150
SMIR.Body.030Y.F.CT.59471_10_160.png,10,160
SMIR.Body.030Y.F.CT.59471_10_170.png,10,170
SMIR.Body.030Y.F.CT.59471_10_180.png,10,180
SMIR.Body.030Y.F.CT.59471_10_190.png,10,190
SMIR.Body.030Y.F.CT.59471_10_200.png,10,200
SMIR.Body.030Y.F.CT.59471_10_210.png,10,210
SMIR.Body.030Y.F.CT.59471_10_220.png,10,220
SMIR.Body.030Y.F.CT.59471_10_230.png,10,230
SMIR.Body.030Y.F.CT.59471_10_240.png,10,240
SMIR.Body.030Y.F.CT.59471_10_250.png,10,250
SMIR.Body.030Y.F.CT.59471_10_260.png,10,260
SMIR.Body.030Y.F.CT.59471_10_270.png,10,270
SMIR.Body.030Y.F.CT.59471_10_280.png,10,280
SMIR.Body.030Y.F.CT.59471_10_290.png,10,290
SMIR.Body.030Y.F.CT.59471_10_300.png,10,300
SMIR.Body.030Y.F.CT.59471_10_310.png,10,310
SMIR.Body.030Y.F.CT.59471_10_320.png,10,320
SMIR.Body.030Y.F.CT.59471_10_330.png,10,330
SMIR.Body.030Y.F.CT.59471_10_340.png,10,340
SMIR.Body.030Y.F.CT.59471_10_350.png,10,350
SMIR.Body.030Y.F.CT.59471_20_0.png,20,0
SMIR.Body.030Y.F.CT.59471_20_10.png,20,10
SMIR.Body.030Y.F.CT.59471_20_20.png,20,20
SMIR.Body.030Y.F.CT.59471_20_30.png,20,30
SMIR.Body.030Y.F.CT.59471_20_40.png,20,40
SMIR.Body.030Y.F.CT.59471_20_50.png,20,50
SMIR.Body.030Y.F.CT.59471_20_60.png,20,60
SMIR.Body.030Y.F.CT.59471_20_70.png,20,70
SMIR.Body.030Y.F.CT.59471_20_80.png,20,80
SMIR.Body.030Y.F.CT.59471_20_90.png,20,90
SMIR.Body.030Y.F.CT.59471_20_100.png,20,100
SMIR.Body.030Y.F.CT.59471_20_110.png,20,110
SMIR.Body.030Y.F.CT.59471_20_120.png,20,120
SMIR.Body.030Y.F.CT.59471_20_130.png,20,130
SMIR.Body.030Y.F.CT.59471_20_140.png,20,140
SMIR.Body.030Y.F.CT.59471_20_150.png,20,150
SMIR.Body.030Y.F.CT.59471_20_160.png,20,160
SMIR.Body.030Y.F.CT.59471_20_170.png,20,170
SMIR.Body.030Y.F.CT.59471_20_180.png,20,180
SMIR.Body.030Y.F.CT.59471_20_190.png,20,190
SMIR.Body.030Y.F.CT.59471_20_200.png,20,200
SMIR.Body.030Y.F.CT.59471_20_210.png,20,210
SMIR.Body.030Y.F.CT.59471_20_220.png,20,220
SMIR.Body.030Y.F.CT.59471_20_230.png,20,230
SMIR.Body.030Y.F.CT.59471_20_240.png,20,240
SMIR.Body.030Y.F.CT.59471_20_250.png,20,250
SMIR.Body.030Y.F.CT.59471_20_260.png,20,260
SMIR.Body.030Y.F.CT.59471_20_270.png,20,270
SMIR.Body.030Y.F.CT.59471_20_280.png,20,280
SMIR.Body.030Y.F.CT.59471_20_290.png,20,290
SMIR.Body.030Y.F.CT.59471_20_300.png,20,300
SMIR.Body.030Y.F.CT.59471_20_310.png,20,310
SMIR.Body.030Y.F.CT.59471_20_320.png,20,320
SMIR.Body.030Y.F.CT.59471_20_330.png,20,330
SMIR.Body.030Y.F.CT.59471_20_340.png,20,340
SMIR.Body.030Y.F.CT.59471_20_350.png,20,350
SMIR.Body.030Y.F.CT.59471_30_0.png,30,0
SMIR.Body.030Y.F.CT.59471_30_10.png,30,10
SMIR.Body.030Y.F.CT.59471_30_20.png,30,20
SMIR.Body.030Y.F.CT.59471_30_30.png,30,30
SMIR.Body.030Y.F.CT.59471_30_40.png,30,40
SMIR.Body.030Y.F.CT.59471_30_50.png,30,50
SMIR.Body.030Y.F.CT.59471_30_60.png,30,60
SMIR.Body.030Y.F.CT.59471_30_70.png,30,70
SMIR.Body.030Y.F.CT.59471_30_80.png,30,80
SMIR.Body.030Y.F.CT.59471_30_90.png,30,90
SMIR.Body.030Y.F.CT.59471_30_100.png,30,100
SMIR.Body.030Y.F.CT.59471_30_110.png,30,110
SMIR.Body.030Y.F.CT.59471_30_120.png,30,120
SMIR.Body.030Y.F.CT.59471_30_130.png,30,130
SMIR.Body.030Y.F.CT.59471_30_140.png,30,140
SMIR.Body.030Y.F.CT.59471_30_150.png,30,150
SMIR.Body.030Y.F.CT.59471_30_160.png,30,160
SMIR.Body.030Y.F.CT.59471_30_170.png,30,170
SMIR.Body.030Y.F.CT.59471_30_180.png,30,180
SMIR.Body.030Y.F.CT.59471_30_190.png,30,190
SMIR.Body.030Y.F.CT.59471_30_200.png,30,200
SMIR.Body.030Y.F.CT.59471_30_210.png,30,210
SMIR.Body.030Y.F.CT.59471_30_220.png,30,220
SMIR.Body.030Y.F.CT.59471_30_230.png,30,230
SMIR.Body.030Y.F.CT.59471_30_240.png,30,240
SMIR.Body.030Y.F.CT.59471_30_250.png,30,250
SMIR.Body.030Y.F.CT.59471_30_260.png,30,260
SMIR.Body.030Y.F.CT.59471_30_270.png,30,270
SMIR.Body.030Y.F.CT.59471_30_280.png,30,280
SMIR.Body.030Y.F.CT.59471_30_290.png,30,290
SMIR.Body.030Y.F.CT.59471_30_300.png,30,300
SMIR.Body.030Y.F.CT.59471_30_310.png,30,310
SMIR.Body.030Y.F.CT.59471_30_320.png,30,320
SMIR.Body.030Y.F.CT.59471_30_330.png,30,330
SMIR.Body.030Y.F.CT.59471_30_340.png,30,340
SMIR.Body.030Y.F.CT.59471_30_350.png,30,350
SMIR.Body.030Y.F.CT.59471_40_0.png,40,0
SMIR.Body.030Y.F.CT.59471_40_10.png,40,10
SMIR.Body.030Y.F.CT.59471_40_20.png,40,20
SMIR.Body.030Y.F.CT.59471_40_30.png,40,30
SMIR.Body.030Y.F.CT.59471_40_40.png,40,40
SMIR.Body.030Y.F.CT.59471_40_50.png,40,50
SMIR.Body.030Y.F.CT.59471_40_60.png,40,60
SMIR.Body.030Y.F.CT.59471_40_70.png,40,70
SMIR.Body.030Y.F.CT.59471_40_80.png,40,80
SMIR.Body.030Y.F.CT.59471_40_90.png,40,90
SMIR.Body.030Y.F.CT.59471_40_100.png,40,100
SMIR.Body.030Y.F.CT.59471_40_110.png,40,110
SMIR.Body.030Y.F.CT.59471_40_120.png,40,120
SMIR.Body.030Y.F.CT.59471_40_130.png,40,130
SMIR.Body.030Y.F.CT.59471_40_140.png,40,140
SMIR.Body.030Y.F.CT.59471_40_150.png,40,150
SMIR.Body.030Y.F.CT.59471_40_160.png,40,160
SMIR.Body.030Y.F.CT.59471_40_170.png,40,170
SMIR.Body.030Y.F.CT.59471_40_180.png,40,180
SMIR.Body.030Y.F.CT.59471_40_190.png,40,190
SMIR.Body.030Y.F.CT.59471_40_200.png,40,200
SMIR.Body.030Y.F.CT.59471_40_210.png,40,210
SMIR.Body.030Y.F.CT.59471_40_220.png,40,220
SMIR.Body.030Y.F.CT.59471_40_230.png,40,230
SMIR.Body.030Y.F.CT.59471_40_240.png,40,240
SMIR.Body.030Y.F.CT.59471_40_250.png,40,250
SMIR.Body.030Y.F.CT.59471_40_260.png,40,260
SMIR.Body.030Y.F.CT.59471_40_270.png,40,270
SMIR.Body.030Y.F.CT.59471_40_280.png,40,280
SMIR.Body.030Y.F.CT.59471_40_290.png,40,290
SMIR.Body.030Y.F.CT.59471_40_300.png,40,300
SMIR.Body.030Y.F.CT.59471_40_310.png,40,310
SMIR.Body.030Y.F.CT.59471_40_320.png,40,320
SMIR.Body.030Y.F.CT.59471_40_330.png,40,330
SMIR.Body.030Y.F.CT.59471_40_340.png,40,340
SMIR.Body.030Y.F.CT.59471_40_350.png,40,350
SMIR.Body.030Y.F.CT.59471_50_0.png,50,0
SMIR.Body.030Y.F.CT.59471_50_10.png,50,10
SMIR.Body.030Y.F.CT.59471_50_20.png,50,20
SMIR.Body.030Y.F.CT.59471_50_30.png,50,30
SMIR.Body.030Y.F.CT.59471_50_40.png,50,40
SMIR.Body.030Y.F.CT.59471_50_50.png,50,50
SMIR.Body.030Y.F.CT.59471_50_60.png,50,60
SMIR.Body.030Y.F.CT.59471_50_70.png,50,70
SMIR.Body.030Y.F.CT.59471_50_80.png,50,80
SMIR.Body.030Y.F.CT.59471_50_90.png,50,90
SMIR.Body.030Y.F.CT.59471_50_100.png,50,100
SMIR.Body.030Y.F.CT.59471_50_110.png,50,110
SMIR.Body.030Y.F.CT.59471_50_120.png,50,120
SMIR.Body.030Y.F.CT.59471_50_130.png,50,130
SMIR.Body.030Y.F.CT.59471_50_140.png,50,140
SMIR.Body.030Y.F.CT.59471_50_150.png,50,150
SMIR.Body.030Y.F.CT.59471_50_160.png,50,160
SMIR.Body.030Y.F.CT.59471_50_170.png,50,170
SMIR.Body.030Y.F.CT.59471_50_180.png,50,180
SMIR.Body.030Y.F.CT.59471_50_190.png,50,190
SMIR.Body.030Y.F.CT.59471_50_200.png,50,200
SMIR.Body.030Y.F.CT.59471_50_210.png,50,210
SMIR.Body.030Y.F.CT.59471_50_220.png,50,220
SMIR.Body.030Y.F.CT.59471_50_230.png,50,230
SMIR.Body.030Y.F.CT.59471_50_240.png,50,240
SMIR.Body.030Y.F.CT.59471_50_250.png,50,250
SMIR.Body.030Y.F.CT.59471_50_260.png,50,260
SMIR.Body.030Y.F.CT.59471_50_270.png,50,270
SMIR.Body.030Y.F.CT.59471_50_280.png,50,280
SMIR.Body.030Y.F.CT.59471_50_290.png,50,290
SMIR.Body.030Y.F.CT.59471_50_300.png,50,300
SMIR.Body.030Y.F.CT.59471_50_310.png,50,310
SMIR.Body.030Y.F.CT.59471_50_320.png,50,320
SMIR.Body.030Y.F.CT.59471_50_330.png,50,330
SMIR.Body.030Y.F.CT.59471_50_340.png,50,340
SMIR.Body.030Y.F.CT.59471_50_350.png,50,350
SMIR.Body.030Y.F.CT.59471_60_0.png,60,0
SMIR.Body.030Y.F.CT.59471_60_10.png,60,10
SMIR.Body.030Y.F.CT.59471_60_20.png,60,20
SMIR.Body.030Y.F.CT.59471_60_30.png,60,30
SMIR.Body.030Y.F.CT.59471_60_40.png,60,40
SMIR.Body.030Y.F.CT.59471_60_50.png,60,50
SMIR.Body.030Y.F.CT.59471_60_60.png,60,60
SMIR.Body.030Y.F.CT.59471_60_70.png,60,70
SMIR.Body.030Y.F.CT.59471_60_80.png,60,80
SMIR.Body.030Y.F.CT.59471_60_90.png,60,90
SMIR.Body.030Y.F.CT.59471_60_100.png,60,100
SMIR.Body.030Y.F.CT.59471_60_110.png,60,110
SMIR.Body.030Y.F.CT.59471_60_120.png,60,120
SMIR.Body.030Y.F.CT.59471_60_130.png,60,130
SMIR.Body.030Y.F.CT.59471_60_140.png,60,140
SMIR.Body.030Y.F.CT.59471_60_150.png,60,150
SMIR.Body.030Y.F.CT.59471_60_160.png,60,160
SMIR.Body.030Y.F.CT.59471_60_170.png,60,170
SMIR.Body.030Y.F.CT.59471_60_180.png,60,180
SMIR.Body.030Y.F.CT.59471_60_190.png,60,190
SMIR.Body.030Y.F.CT.59471_60_200.png,60,200
SMIR.Body.030Y.F.CT.59471_60_210.png,60,210
SMIR.Body.030Y.F.CT.59471_60_220.png,60,220
SMIR.Body.030Y.F.CT.59471_60_230.png,60,230
SMIR.Body.030Y.F.CT.59471_60_240.png,60,240
SMIR.Body.030Y.F.CT.59471_60_250.png,60,250
SMIR.Body.030Y.F.CT.59471_60_260.png,60,260
SMIR.Body.030Y.F.CT.59471_60_270.png,60,270
SMIR.Body.030Y.F.CT.59471_60_280.png,60,280
SMIR.Body.030Y.F.CT.59471_60_290.png,60,290
SMIR.Body.030Y.F.CT.59471_60_300.png,60,300
SMIR.Body.030Y.F.CT.59471_60_310.png,60,310
SMIR.Body.030Y.F.CT.59471_60_320.png,60,320
SMIR.Body.030Y.F.CT.59471_60_330.png,60,330
SMIR.Body.030Y.F.CT.59471_60_340.png,60,340
SMIR.Body.030Y.F.CT.59471_60_350.png,60,350
SMIR.Body.030Y.F.CT.59471_70_0.png,70,0
SMIR.Body.030Y.F.CT.59471_70_10.png,70,10
SMIR.Body.030Y.F.CT.59471_70_20.png,70,20
SMIR.Body.030Y.F.CT.59471_70_30.png,70,30
SMIR.Body.030Y.F.CT.59471_70_40.png,70,40
SMIR.Body.030Y.F.CT.59471_70_50.png,70,50
SMIR.Body.030Y.F.CT.59471_70_60.png,70,60
SMIR.Body.030Y.F.CT.59471_70_70.png,70,70
SMIR.Body.030Y.F.CT.59471_70_80.png,70,80
SMIR.Body.030Y.F.CT.59471_70_90.png,70,90
SMIR.Body.030Y.F.CT.59471_70_100.png,70,100
SMIR.Body.030Y.F.CT.59471_70_110.png,70,110
SMIR.Body.030Y.F.CT.59471_70_120.png,70,120
SMIR.Body.030Y.F.CT.59471_70_130.png,70,130
SMIR.Body.030Y.F.CT.59471_70_140.png,70,140
SMIR.Body.030Y.F.CT.59471_70_150.png,70,150
SMIR.Body.030Y.F.CT.59471_70_160.png,70,160
SMIR.Body.030Y.F.CT.59471_70_170.png,70,170
SMIR.Body.030Y.F.CT.59471_70_180.png,70,180
SMIR.Body.030Y.F.CT.59471_70_190.png,70,190
SMIR.Body.030Y.F.CT.59471_70_200.png,70,200
SMIR.Body.030Y.F.CT.59471_70_210.png,70,210
SMIR.Body.030Y.F.CT.59471_70_220.png,70,220
SMIR.Body.030Y.F.CT.59471_70_230.png,70,230
SMIR.Body.030Y.F.CT.59471_70_240.png,70,240
SMIR.Body.030Y.F.CT.59471_70_250.png,70,250
SMIR.Body.030Y.F.CT.59471_70_260.png,70,260
SMIR.Body.030Y.F.CT.59471_70_270.png,70,270
SMIR.Body.030Y.F.CT.59471_70_280.png,70,280
SMIR.Body.030Y.F.CT.59471_70_290.png,70,290
SMIR.Body.030Y.F.CT.59471_70_300.png,70,300
SMIR.Body.030Y.F.CT.59471_70_310.png,70,310
SMIR.Body.030Y.F.CT.59471_70_320.png,70,320
SMIR.Body.030Y.F.CT.59471_70_330.png,70,330
SMIR.Body.030Y.F.CT.59471_70_340.png,70,340
SMIR.Body.030Y.F.CT.59471_70_350.png,70,350
SMIR.Body.030Y.F.CT.59471_80_0.png,80,0
SMIR.Body.030Y.F.CT.59471_80_10.png,80,10
SMIR.Body.030Y.F.CT.59471_80_20.png,80,20
SMIR.Body.030Y.F.CT.59471_80_30.png,80,30
SMIR.Body.030Y.F.CT.59471_80_40.png,80,40
SMIR.Body.030Y.F.CT.59471_80_50.png,80,50
SMIR.Body.030Y.F.CT.59471_80_60.png,80,60
SMIR.Body.030Y.F.CT.59471_80_70.png,80,70
SMIR.Body.030Y.F.CT.59471_80_80.png,80,80
SMIR.Body.030Y.F.CT.59471_80_90.png,80,90
SMIR.Body.030Y.F.CT.59471_80_100.png,80,100
SMIR.Body.030Y.F.CT.59471_80_110.png,80,110
SMIR.Body.030Y.F.CT.59471_80_120.png,80,120
SMIR.Body.030Y.F.CT.59471_80_130.png,80,130
SMIR.Body.030Y.F.CT.59471_80_140.png,80,140
SMIR.Body.030Y.F.CT.59471_80_150.png,80,150
SMIR.Body.030Y.F.CT.59471_80_160.png,80,160
SMIR.Body.030Y.F.CT.59471_80_170.png,80,170
SMIR.Body.030Y.F.CT.59471_80_180.png,80,180
SMIR.Body.030Y.F.CT.59471_80_190.png,80,190
SMIR.Body.030Y.F.CT.59471_80_200.png,80,200
SMIR.Body.030Y.F.CT.59471_80_210.png,80,210
SMIR.Body.030Y.F.CT.59471_80_220.png,80,220
SMIR.Body.030Y.F.CT.59471_80_230.png,80,230
SMIR.Body.030Y.F.CT.59471_80_240.png,80,240
SMIR.Body.030Y.F.CT.59471_80_250.png,80,250
SMIR.Body.030Y.F.CT.59471_80_260.png,80,260
SMIR.Body.030Y.F.CT.59471_80_270.png,80,270
SMIR.Body.030Y.F.CT.59471_80_280.png,80,280
SMIR.Body.030Y.F.CT.59471_80_290.png,80,290
SMIR.Body.030Y.F.CT.59471_80_300.png,80,300
SMIR.Body.030Y.F.CT.59471_80_310.png,80,310
SMIR.Body.030Y.F.CT.59471_80_320.png,80,320
SMIR.Body.030Y.F.CT.59471_80_330.png,80,330
SMIR.Body.030Y.F.CT.59471_80_340.png,80,340
SMIR.Body.030Y.F.CT.59471_80_350.png,80,350
SMIR.Body.030Y.F.CT.59471_90_0.png,90,0
SMIR.Body.030Y.F.CT.59471_90_10.png,90,10
SMIR.Body.030Y.F.CT.59471_90_20.png,90,20
SMIR.Body.030Y.F.CT.59471_90_30.png,90,30
SMIR.Body.030Y.F.CT.59471_90_40.png,90,40
SMIR.Body.030Y.F.CT.59471_90_50.png,90,50
SMIR.Body.030Y.F.CT.59471_90_60.png,90,60
SMIR.Body.030Y.F.CT.59471_90_70.png,90,70
SMIR.Body.030Y.F.CT.59471_90_80.png,90,80
SMIR.Body.030Y.F.CT.59471_90_90.png,90,90
SMIR.Body.030Y.F.CT.59471_90_100.png,90,100
SMIR.Body.030Y.F.CT.59471_90_110.png,90,110
SMIR.Body.030Y.F.CT.59471_90_120.png,90,120
SMIR.Body.030Y.F.CT.59471_90_130.png,90,130
SMIR.Body.030Y.F.CT.59471_90_140.png,90,140
SMIR.Body.030Y.F.CT.59471_90_150.png,90,150
SMIR.Body.030Y.F.CT.59471_90_160.png,90,160
SMIR.Body.030Y.F.CT.59471_90_170.png,90,170
SMIR.Body.030Y.F.CT.59471_90_180.png,90,180
SMIR.Body.030Y.F.CT.59471_90_190.png,90,190
SMIR.Body.030Y.F.CT.59471_90_200.png,90,200
SMIR.Body.030Y.F.CT.59471_90_210.png,90,210
SMIR.Body.030Y.F.CT.59471_90_220.png,90,220
SMIR.Body.030Y.F.CT.59471_90_230.png,90,230
