image,elevation,azimuth,inplane
SMIR.Body.033Y.M.CT.57764_209.png,0.9537,2.8684,0.0
SMIR.Body.033Y.M.CT.57764_210.png,0.9537,3.005,0.0
SMIR.Body.033Y.M.CT.57764_211.png,0.9537,3.1416,0.0
SMIR.Body.033Y.M.CT.57764_212.png,0.9537,3.2782,0.0
SMIR.Body.033Y.M.CT.57764_213.png,0.9537,3.4148,0.0
SMIR.Body.033Y.M.CT.57764_214.png,0.9537,3.5514,0.0
SMIR.Body.033Y.M.CT.57764_215.png,0.9537,3.688,0.0
SMIR.Body.033Y.M.CT.57764_216.png,0.9537,3.8245,0.0
SMIR.Body.033Y.M.CT.57764_217.png,0.9537,3.9611,0.0
SMIR.Body.033Y.M.CT.57764_218.png,0.9537,4.0977,0.0
SMIR.Body.033Y.M.CT.57764_219.png,0.9537,4.2343,0.0
SMIR.Body.033Y.M.CT.57764_220.png,0.9537,4.3709,0.0
SMIR.Body.033Y.M.CT.57764_221.png,0.9537,4.5075,0.0
SMIR.Body.033Y.M.CT.57764_222.png,0.9537,4.6441,0.0
SMIR.Body.033Y.M.CT.57764_223.png,0.9537,4.7807,0.0
SMIR.Body.033Y.M.CT.57764_224.png,0.9537,4.9173,0.0
SMIR.Body.033Y.M.CT.57764_225.png,0.9537,5.0539,0.0
SMIR.Body.033Y.M.CT.57764_226.png,0.9537,5.1905,0.0
SMIR.Body.033Y.M.CT.57764_227.png,0.9537,5.327,0.0
SMIR.Body.033Y.M.CT.57764_228.png,0.9537,5.4636,0.0
SMIR.Body.033Y.M.CT.57764_229.png,0.9537,5.6002,0.0
SMIR.Body.033Y.M.CT.57764_230.png,0.9537,5.7368,0.0
SMIR.Body.033Y.M.CT.57764_231.png,0.9537,5.8734,0.0
SMIR.Body.033Y.M.CT.57764_232.png,0.9537,6.01,0.0
SMIR.Body.033Y.M.CT.57764_233.png,0.9537,6.1466,0.0
SMIR.Body.033Y.M.CT.57764_234.png,1.0659,0.0,0.0
SMIR.Body.033Y.M.CT.57764_235.png,1.0659,0.1282,0.0
SMIR.Body.033Y.M.CT.57764_236.png,1.0659,0.2565,0.0
SMIR.Body.033Y.M.CT.57764_237.png,1.0659,0.3847,0.0
SMIR.Body.033Y.M.CT.57764_238.png,1.0659,0.5129,0.0
SMIR.Body.033Y.M.CT.57764_239.png,1.0659,0.6411,0.0
SMIR.Body.033Y.M.CT.57764_240.png,1.0659,0.7694,0.0
SMIR.Body.033Y.M.CT.57764_241.png,1.0659,0.8976,0.0
SMIR.Body.033Y.M.CT.57764_242.png,1.0659,1.0258,0.0
SMIR.Body.033Y.M.CT.57764_243.png,1.0659,1.1541,0.0
SMIR.Body.033Y.M.CT.57764_244.png,1.0659,1.2823,0.0
SMIR.Body.033Y.M.CT.57764_245.png,1.0659,1.4105,0.0
SMIR.Body.033Y.M.CT.57764_246.png,1.0659,1.5387,0.0
SMIR.Body.033Y.M.CT.57764_247.png,1.0659,1.667,0.0
SMIR.Body.033Y.M.CT.57764_248.png,1.0659,1.7952,0.0
SMIR.Body.033Y.M.CT.57764_249.png,1.0659,1.9234,0.0
SMIR.Body.033Y.M.CT.57764_250.png,1.0659,2.0517,0.0
SMIR.Body.033Y.M.CT.57764_251.png,1.0659,2.1799,0.0
SMIR.Body.033Y.M.CT.57764_252.png,1.0659,2.3081,0.0
SMIR.Body.033Y.M.CT.57764_253.png,1.0659,2.4363,0.0
SMIR.Body.033Y.M.CT.57764_254.png,1.0659,2.5646,0.0
SMIR.Body.033Y.M.CT.57764_255.png,1.0659,2.6928,0.0
SMIR.Body.033Y.M.CT.57764_256.png,1.0659,2.821,0.0
SMIR.Body.033Y.M.CT.57764_257.png,1.0659,2.9493,0.0
SMIR.Body.033Y.M.CT.57764_258.png,1.0659,3.0775,0.0
SMIR.Body.033Y.M.CT.57764_259.png,1.0659,3.2057,0.0
SMIR.Body.033Y.M.CT.57764_260.png,1.0659,3.3339,0.0
SMIR.Body.033Y.M.CT.57764_261.png,1.0659,3.4622,0.0
SMIR.Body.033Y.M.CT.57764_262.png,1.0659,3.5904,0.0
SMIR.Body.033Y.M.CT.57764_263.png,1.0659,3.7186,0.0
SMIR.Body.033Y.M.CT.57764_264.png,1.0659,3.8468,0.0
SMIR.Body.033Y.M.CT.57764_265.png,1.0659,3.9751,0.0
SMIR.Body.033Y.M.CT.57764_266.png,1.0659,4.1033,0.0
SMIR.Body.033Y.M.CT.57764_267.png,1.0659,4.2315,0.0
SMIR.Body.033Y.M.CT.57764_268.png,1.0659,4.3598,0.0
SMIR.Body.033Y.M.CT.57764_269.png,1.0659,4.488,0.0
SMIR.Body.033Y.M.CT.57764_270.png,1.0659,4.6162,0.0
SMIR.Body.033Y.M.CT.57764_271.png,1.0659,4.7444,0.0
SMIR.Body.033Y.M.CT.57764_272.png,1.0659,4.8727,0.0
SMIR.Body.033Y.M.CT.57764_273.png,1.0659,5.0009,0.0
SMIR.Body.033Y.M.CT.57764_274.png,1.0659,5.1291,0.0
SMIR.Body.033Y.M.CT.57764_275.png,1.0659,5.2574,0.0
SMIR.Body.033Y.M.CT.57764_276.png,1.0659,5.3856,0.0
SMIR.Body.033Y.M.CT.57764_277.png,1.0659,5.5138,0.0
SMIR.Body.033Y.M.CT.57764_278.png,1.0659,5.642,0.0
SMIR.Body.033Y.M.CT.57764_279.png,1.0659,5.7703,0.0
SMIR.Body.033Y.M.CT.57764_280.png,1.0659,5.8985,0.0
SMIR.Body.033Y.M.CT.57764_281.png,1.0659,6.0267,0.0
SMIR.Body.033Y.M.CT.57764_282.png,1.0659,6.155,0.0
SMIR.Body.033Y.M.CT.57764_283.png,1.1781,0.0,0.0
SMIR.Body.033Y.M.CT.57764_284.png,1.1781,0.1208,0.0
SMIR.Body.033Y.M.CT.57764_285.png,1.1781,0.2417,0.0
SMIR.Body.033Y.M.CT.57764_286.png,1.1781,0.3625,0.0
SMIR.Body.033Y.M.CT.57764_287.png,1.1781,0.4833,0.0
SMIR.Body.033Y.M.CT.57764_288.png,1.1781,0.6042,0.0
SMIR.Body.033Y.M.CT.57764_289.png,1.1781,0.725,0.0
SMIR.Body.033Y.M.CT.57764_290.png,1.1781,0.8458,0.0
SMIR.Body.033Y.M.CT.57764_291.png,1.1781,0.9666,0.0
SMIR.Body.033Y.M.CT.57764_292.png,1.1781,1.0875,0.0
SMIR.Body.033Y.M.CT.57764_293.png,1.1781,1.2083,0.0
SMIR.Body.033Y.M.CT.57764_294.png,1.1781,1.3291,0.0
SMIR.Body.033Y.M.CT.57764_295.png,1.1781,1.45,0.0
SMIR.Body.033Y.M.CT.57764_296.png,1.1781,1.5708,0.0
SMIR.Body.033Y.M.CT.57764_297.png,1.1781,1.6916,0.0
SMIR.Body.033Y.M.CT.57764_298.png,1.1781,1.8125,0.0
SMIR.Body.033Y.M.CT.57764_299.png,1.1781,1.9333,0.0
SMIR.Body.033Y.M.CT.57764_300.png,1.1781,2.0541,0.0
SMIR.Body.033Y.M.CT.57764_301.png,1.1781,2.1749,0.0
SMIR.Body.033Y.M.CT.57764_302.png,1.1781,2.2958,0.0
SMIR.Body.033Y.M.CT.57764_303.png,1.1781,2.4166,0.0
SMIR.Body.033Y.M.CT.57764_304.png,1.1781,2.5374,0.0
SMIR.Body.033Y.M.CT.57764_305.png,1.1781,2.6583,0.0
SMIR.Body.033Y.M.CT.57764_306.png,1.1781,2.7791,0.0
SMIR.Body.033Y.M.CT.57764_307.png,1.1781,2.8999,0.0
SMIR.Body.033Y.M.CT.57764_308.png,1.1781,3.0208,0.0
SMIR.Body.033Y.M.CT.57764_309.png,1.1781,3.1416,0.0
SMIR.Body.033Y.M.CT.57764_310.png,1.1781,3.2624,0.0
SMIR.Body.033Y.M.CT.57764_311.png,1.1781,3.3833,0.0
SMIR.Body.033Y.M.CT.57764_312.png,1.1781,3.5041,0.0
SMIR.Body.033Y.M.CT.57764_313.png,1.1781,3.6249,0.0
SMIR.Body.033Y.M.CT.57764_314.png,1.1781,3.7457,0.0
SMIR.Body.033Y.M.CT.57764_315.png,1.1781,3.8666,0.0
SMIR.Body.033Y.M.CT.57764_316.png,1.1781,3.9874,0.0
SMIR.Body.033Y.M.CT.57764_317.png,1.1781,4.1082,0.0
SMIR.Body.033Y.M.CT.57764_318.png,1.1781,4.2291,0.0
SMIR.Body.033Y.M.CT.57764_319.png,1.1781,4.3499,0.0
SMIR.Body.033Y.M.CT.57764_320.png,1.1781,4.4707,0.0
SMIR.Body.033Y.M.CT.57764_321.png,1.1781,4.5916,0.0
SMIR.Body.033Y.M.CT.57764_322.png,1.1781,4.7124,0.0
SMIR.Body.033Y.M.CT.57764_323.png,1.1781,4.8332,0.0
SMIR.Body.033Y.M.CT.57764_324.png,1.1781,4.954,0.0
SMIR.Body.033Y.M.CT.57764_325.png,1.1781,5.0749,0.0
SMIR.Body.033Y.M.CT.57764_326.png,1.1781,5.1957,0.0
SMIR.Body.033Y.M.CT.57764_327.png,1.1781,5.3165,0.0
SMIR.Body.033Y.M.CT.57764_328.png,1.1781,5.4374,0.0
SMIR.Body.033Y.M.CT.57764_329.png,1.1781,5.5582,0.0
SMIR.Body.033Y.M.CT.57764_330.png,1.1781,5.679,0.0
SMIR.Body.033Y.M.CT.57764_331.png,1.1781,5.7999,0.0
SMIR.Body.033Y.M.CT.57764_332.png,1.1781,5.9207,0.0
SMIR.Body.033Y.M.CT.57764_333.png,1.1781,6.0415,0.0
SMIR.Body.033Y.M.CT.57764_334.png,1.1781,6.1624,0.0
SMIR.Body.033Y.M.CT.57764_335.png,1.2903,0.0,0.0
SMIR.Body.033Y.M.CT.57764_336.png,1.2903,0.1164,0.0
SMIR.Body.033Y.M.CT.57764_337.png,1.2903,0.2327,0.0
SMIR.Body.033Y.M.CT.57764_338.png,1.2903,0.3491,0.0
SMIR.Body.033Y.M.CT.57764_339.png,1.2903,0.4654,0.0
SMIR.Body.033Y.M.CT.57764_340.png,1.2903,0.5818,0.0
SMIR.Body.033Y.M.CT.57764_341.png,1.2903,0.6981,0.0
SMIR.Body.033Y.M.CT.57764_342.png,1.2903,0.8145,0.0
SMIR.Body.033Y.M.CT.57764_343.png,1.2903,0.9308,0.0
SMIR.Body.033Y.M.CT.57764_344.png,1.2903,1.0472,0.0
SMIR.Body.033Y.M.CT.57764_345.png,1.2903,1.1636,0.0
SMIR.Body.033Y.M.CT.57764_346.png,1.2903,1.2799,0.0
SMIR.Body.033Y.M.CT.57764_347.png,1.2903,1.3963,0.0
SMIR.Body.033Y.M.CT.57764_348.png,1.2903,1.5126,0.0
SMIR.Body.033Y.M.CT.57764_349.png,1.2903,1.629,0.0
SMIR.Body.033Y.M.CT.57764_350.png,1.2903,1.7453,0.0
SMIR.Body.033Y.M.CT.57764_351.png,1.2903,1.8617,0.0
SMIR.Body.033Y.M.CT.57764_352.png,1.2903,1.978,0.0
SMIR.Body.033Y.M.CT.57764_353.png,1.2903,2.0944,0.0
SMIR.Body.033Y.M.CT.57764_354.png,1.2903,2.2108,0.0
SMIR.Body.033Y.M.CT.57764_355.png,1.2903,2.3271,0.0
SMIR.Body.033Y.M.CT.57764_356.png,1.2903,2.4435,0.0
SMIR.Body.033Y.M.CT.57764_357.png,1.2903,2.5598,0.0
SMIR.Body.033Y.M.CT.57764_358.png,1.2903,2.6762,0.0
SMIR.Body.033Y.M.CT.57764_359.png,1.2903,2.7925,0.0
SMIR.Body.033Y.M.CT.57764_360.png,1.2903,2.9089,0.0
SMIR.Body.033Y.M.CT.57764_361.png,1.2903,3.0252,0.0
SMIR.Body.033Y.M.CT.57764_362.png,1.2903,3.1416,0.0
SMIR.Body.033Y.M.CT.57764_363.png,1.2903,3.2579,0.0
SMIR.Body.033Y.M.CT.57764_364.png,1.2903,3.3743,0.0
SMIR.Body.033Y.M.CT.57764_365.png,1.2903,3.4907,0.0
SMIR.Body.033Y.M.CT.57764_366.png,1.2903,3.607,0.0
SMIR.Body.033Y.M.CT.57764_367.png,1.2903,3.7234,0.0
SMIR.Body.033Y.M.CT.57764_368.png,1.2903,3.8397,0.0
SMIR.Body.033Y.M.CT.57764_369.png,1.2903,3.9561,0.0
SMIR.Body.033Y.M.CT.57764_370.png,1.2903,4.0724,0.0
SMIR.Body.033Y.M.CT.57764_371.png,1.2903,4.1888,0.0
SMIR.Body.033Y.M.CT.57764_372.png,1.2903,4.3051,0.0
SMIR.Body.033Y.M.CT.57764_373.png,1.2903,4.4215,0.0
SMIR.Body.033Y.M.CT.57764_374.png,1.2903,4.5379,0.0
SMIR.Body.033Y.M.CT.57764_375.png,1.2903,4.6542,0.0
SMIR.Body.033Y.M.CT.57764_376.png,1.2903,4.7706,0.0
SMIR.Body.033Y.M.CT.57764_377.png,1.2903,4.8869,0.0
SMIR.Body.033Y.M.CT.57764_378.png,1.2903,5.0033,0.0
SMIR.Body.033Y.M.CT.57764_379.png,1.2903,5.1196,0.0
SMIR.Body.033Y.M.CT.57764_380.png,1.2903,5.236,0.0
SMIR.Body.033Y.M.CT.57764_381.png,1.2903,5.3523,0.0
SMIR.Body.033Y.M.CT.57764_382.png,1.2903,5.4687,0.0
SMIR.Body.033Y.M.CT.57764_383.png,1.2903,5.5851,0.0
SMIR.Body.033Y.M.CT.57764_384.png,1.2903,5.7014,0.0
SMIR.Body.033Y.M.CT.57764_385.png,1.2903,5.8178,0.0
SMIR.Body.033Y.M.CT.57764_386.png,1.2903,5.9341,0.0
SMIR.Body.033Y.M.CT.57764_387.png,1.2903,6.0505,0.0
SMIR.Body.033Y.M.CT.57764_388.png,1.2903,6.1668,0.0
SMIR.Body.033Y.M.CT.57764_389.png,1.4025,0.0,0.0
SMIR.Body.033Y.M.CT.57764_390.png,1.4025,0.1142,0.0
SMIR.Body.033Y.M.CT.57764_391.png,1.4025,0.2285,0.0
SMIR.Body.033Y.M.CT.57764_392.png,1.4025,0.3427,0.0
SMIR.Body.033Y.M.CT.57764_393.png,1.4025,0.457,0.0
SMIR.Body.033Y.M.CT.57764_394.png,1.4025,0.5712,0.0
SMIR.Body.033Y.M.CT.57764_395.png,1.4025,0.6854,0.0
SMIR.Body.033Y.M.CT.57764_396.png,1.4025,0.7997,0.0
SMIR.Body.033Y.M.CT.57764_397.png,1.4025,0.9139,0.0
SMIR.Body.033Y.M.CT.57764_398.png,1.4025,1.0282,0.0
SMIR.Body.033Y.M.CT.57764_399.png,1.4025,1.1424,0.0
SMIR.Body.033Y.M.CT.57764_400.png,1.4025,1.2566,0.0
SMIR.Body.033Y.M.CT.57764_401.png,1.4025,1.3709,0.0
SMIR.Body.033Y.M.CT.57764_402.png,1.4025,1.4851,0.0
SMIR.Body.033Y.M.CT.57764_403.png,1.4025,1.5994,0.0
SMIR.Body.033Y.M.CT.57764_404.png,1.4025,1.7136,0.0
SMIR.Body.033Y.M.CT.57764_405.png,1.4025,1.8278,0.0
SMIR.Body.033Y.M.CT.57764_406.png,1.4025,1.9421,0.0
SMIR.Body.033Y.M.CT.57764_407.png,1.4025,2.0563,0.0
SMIR.Body.033Y.M.CT.57764_408.png,1.4025,2.1706,0.0
SMIR.Body.033Y.M.CT.57764_409.png,1.4025,2.2848,0.0
SMIR.Body.033Y.M.CT.57764_410.png,1.4025,2.399,0.0
SMIR.Body.033Y.M.CT.57764_411.png,1.4025,2.5133,0.0
SMIR.Body.033Y.M.CT.57764_412.png,1.4025,2.6275,0.0
SMIR.Body.033Y.M.CT.57764_413.png,1.4025,2.7418,0.0
SMIR.Body.033Y.M.CT.57764_414.png,1.4025,2.856,0.0
SMIR.Body.033Y.M.CT.57764_415.png,1.4025,2.9702,0.0
SMIR.Body.033Y.M.CT.57764_416.png,1.4025,3.0845,0.0
SMIR.Body.033Y.M.CT.57764_417.png,1.4025,3.1987,0.0
SMIR.Body.033Y.M.CT.57764_418.png,1.4025,3.313,0.0
SMIR.Body.033Y.M.CT.57764_419.png,1.4025,3.4272,0.0
SMIR.Body.033Y.M.CT.57764_420.png,1.4025,3.5414,0.0
SMIR.Body.033Y.M.CT.57764_421.png,1.4025,3.6557,0.0
SMIR.Body.033Y.M.CT.57764_422.png,1.4025,3.7699,0.0
SMIR.Body.033Y.M.CT.57764_423.png,1.4025,3.8842,0.0
SMIR.Body.033Y.M.CT.57764_424.png,1.4025,3.9984,0.0
SMIR.Body.033Y.M.CT.57764_425.png,1.4025,4.1126,0.0
SMIR.Body.033Y.M.CT.57764_426.png,1.4025,4.2269,0.0
SMIR.Body.033Y.M.CT.57764_427.png,1.4025,4.3411,0.0
SMIR.Body.033Y.M.CT.57764_428.png,1.4025,4.4553,0.0
SMIR.Body.033Y.M.CT.57764_429.png,1.4025,4.5696,0.0
SMIR.Body.033Y.M.CT.57764_430.png,1.4025,4.6838,0.0
SMIR.Body.033Y.M.CT.57764_431.png,1.4025,4.7981,0.0
SMIR.Body.033Y.M.CT.57764_432.png,1.4025,4.9123,0.0
SMIR.Body.033Y.M.CT.57764_433.png,1.4025,5.0265,0.0
SMIR.Body.033Y.M.CT.57764_434.png,1.4025,5.1408,0.0
SMIR.Body.033Y.M.CT.57764_435.png,1.4025,5.255,0.0
SMIR.Body.033Y.M.CT.57764_436.png,1.4025,5.3693,0.0
SMIR.Body.033Y.M.CT.57764_437.png,1.4025,5.4835,0.0
SMIR.Body.033Y.M.CT.57764_438.png,1.4025,5.5977,0.0
SMIR.Body.033Y.M.CT.57764_439.png,1.4025,5.712,0.0
SMIR.Body.033Y.M.CT.57764_440.png,1.4025,5.8262,0.0
SMIR.Body.033Y.M.CT.57764_441.png,1.4025,5.9405,0.0
SMIR.Body.033Y.M.CT.57764_442.png,1.4025,6.0547,0.0
SMIR.Body.033Y.M.CT.57764_443.png,1.4025,6.1689,0.0
SMIR.Body.033Y.M.CT.57764_444.png,1.5147,0.0,0.0
SMIR.Body.033Y.M.CT.57764_445.png,1.5147,0.1122,0.0
SMIR.Body.033Y.M.CT.57764_446.png,1.5147,0.2244,0.0
SMIR.Body.033Y.M.CT.57764_447.png,1.5147,0.3366,0.0
SMIR.Body.033Y.M.CT.57764_448.png,1.5147,0.4488,0.0
SMIR.Body.033Y.M.CT.57764_449.png,1.5147,0.561,0.0
SMIR.Body.033Y.M.CT.57764_450.png,1.5147,0.6732,0.0
SMIR.Body.033Y.M.CT.57764_451.png,1.5147,0.7854,0.0
SMIR.Body.033Y.M.CT.57764_452.png,1.5147,0.8976,0.0
SMIR.Body.033Y.M.CT.57764_453.png,1.5147,1.0098,0.0
SMIR.Body.033Y.M.CT.57764_454.png,1.5147,1.122,0.0
SMIR.Body.033Y.M.CT.57764_455.png,1.5147,1.2342,0.0
SMIR.Body.033Y.M.CT.57764_456.png,1.5147,1.3464,0.0
SMIR.Body.033Y.M.CT.57764_457.png,1.5147,1.4586,0.0
SMIR.Body.033Y.M.CT.57764_458.png,1.5147,1.5708,0.0
SMIR.Body.033Y.M.CT.57764_459.png,1.5147,1.683,0.0
SMIR.Body.033Y.M.CT.57764_460.png,1.5147,1.7952,0.0
SMIR.Body.033Y.M.CT.57764_461.png,1.5147,1.9074,0.0
SMIR.Body.033Y.M.CT.57764_462.png,1.5147,2.0196,0.0
SMIR.Body.033Y.M.CT.57764_463.png,1.5147,2.1318,0.0
SMIR.Body.033Y.M.CT.57764_464.png,1.5147,2.244,0.0
SMIR.Body.033Y.M.CT.57764_465.png,1.5147,2.3562,0.0
SMIR.Body.033Y.M.CT.57764_466.png,1.5147,2.4684,0.0
SMIR.Body.033Y.M.CT.57764_467.png,1.5147,2.5806,0.0
SMIR.Body.033Y.M.CT.57764_468.png,1.5147,2.6928,0.0
SMIR.Body.033Y.M.CT.57764_469.png,1.5147,2.805,0.0
SMIR.Body.033Y.M.CT.57764_470.png,1.5147,2.9172,0.0
SMIR.Body.033Y.M.CT.57764_471.png,1.5147,3.0294,0.0
SMIR.Body.033Y.M.CT.57764_472.png,1.5147,3.1416,0.0
SMIR.Body.033Y.M.CT.57764_473.png,1.5147,3.2538,0.0
SMIR.Body.033Y.M.CT.57764_474.png,1.5147,3.366,0.0
SMIR.Body.033Y.M.CT.57764_475.png,1.5147,3.4782,0.0
SMIR.Body.033Y.M.CT.57764_476.png,1.5147,3.5904,0.0
SMIR.Body.033Y.M.CT.57764_477.png,1.5147,3.7026,0.0
SMIR.Body.033Y.M.CT.57764_478.png,1.5147,3.8148,0.0
SMIR.Body.033Y.M.CT.57764_479.png,1.5147,3.927,0.0
SMIR.Body.033Y.M.CT.57764_480.png,1.5147,4.0392,0.0
SMIR.Body.033Y.M.CT.57764_481.png,1.5147,4.1514,0.0
SMIR.Body.033Y.M.CT.57764_482.png,1.5147,4.2636,0.0
SMIR.Body.033Y.M.CT.57764_483.png,1.5147,4.3758,0.0
SMIR.Body.033Y.M.CT.57764_484.png,1.5147,4.488,0.0
SMIR.Body.033Y.M.CT.57764_485.png,1.5147,4.6002,0.0
SMIR.Body.033Y.M.CT.57764_486.png,1.5147,4.7124,0.0
SMIR.Body.033Y.M.CT.57764_487.png,1.5147,4.8246,0.0
SMIR.Body.033Y.M.CT.57764_488.png,1.5147,4.9368,0.0
SMIR.Body.033Y.M.CT.57764_489.png,1.5147,5.049,0.0
SMIR.Body.033Y.M.CT.57764_490.png,1.5147,5.1612,0.0
SMIR.Body.033Y.M.CT.57764_491.png,1.5147,5.2734,0.0
SMIR.Body.033Y.M.CT.57764_492.png,1.5147,5.3856,0.0
SMIR.Body.033Y.M.CT.57764_493.png,1.5147,5.4978,0.0
SMIR.Body.033Y.M.CT.57764_494.png,1.5147,5.61,0.0
SMIR.Body.033Y.M.CT.57764_495.png,1.5147,5.7222,0.0
SMIR.Body.033Y.M.CT.57764_496.png,1.5147,5.8344,0.0
SMIR.Body.033Y.M.CT.57764_497.png,1.5147,5.9466,0.0
SMIR.Body.033Y.M.CT.57764_498.png,1.5147,6.0588,0.0
SMIR.Body.033Y.M.CT.57764_499.png,1.5147,6.171,0.0
SMIR.Body.033Y.M.CT.57764_500.png,1.6269,0.0,0.0
SMIR.Body.033Y.M.CT.57764_501.png,1.6269,0.1122,0.0
SMIR.Body.033Y.M.CT.57764_502.png,1.6269,0.2244,0.0
SMIR.Body.033Y.M.CT.57764_503.png,1.6269,0.3366,0.0
SMIR.Body.033Y.M.CT.57764_504.png,1.6269,0.4488,0.0
SMIR.Body.033Y.M.CT.57764_505.png,1.6269,0.561,0.0
SMIR.Body.033Y.M.CT.57764_506.png,1.6269,0.6732,0.0
SMIR.Body.033Y.M.CT.57764_507.png,1.6269,0.7854,0.0
SMIR.Body.033Y.M.CT.57764_508.png,1.6269,0.8976,0.0
SMIR.Body.033Y.M.CT.57764_509.png,1.6269,1.0098,0.0
SMIR.Body.033Y.M.CT.57764_510.png,1.6269,1.122,0.0
SMIR.Body.033Y.M.CT.57764_511.png,1.6269,1.2342,0.0
SMIR.Body.033Y.M.CT.57764_512.png,1.6269,1.3464,0.0
SMIR.Body.033Y.M.CT.57764_513.png,1.6269,1.4586,0.0
SMIR.Body.033Y.M.CT.57764_514.png,1.6269,1.5708,0.0
SMIR.Body.033Y.M.CT.57764_515.png,1.6269,1.683,0.0
SMIR.Body.033Y.M.CT.57764_516.png,1.6269,1.7952,0.0
SMIR.Body.033Y.M.CT.57764_517.png,1.6269,1.9074,0.0
SMIR.Body.033Y.M.CT.57764_518.png,1.6269,2.0196,0.0
SMIR.Body.033Y.M.CT.57764_519.png,1.6269,2.1318,0.0
SMIR.Body.033Y.M.CT.57764_520.png,1.6269,2.244,0.0
SMIR.Body.033Y.M.CT.57764_521.png,1.6269,2.3562,0.0
SMIR.Body.033Y.M.CT.57764_522.png,1.6269,2.4684,0.0
SMIR.Body.033Y.M.CT.57764_523.png,1.6269,2.5806,0.0
SMIR.Body.033Y.M.CT.57764_524.png,1.6269,2.6928,0.0
SMIR.Body.033Y.M.CT.57764_525.png,1.6269,2.805,0.0
SMIR.Body.033Y.M.CT.57764_526.png,1.6269,2.9172,0.0
SMIR.Body.033Y.M.CT.57764_527.png,1.6269,3.0294,0.0
SMIR.Body.033Y.M.CT.57764_528.png,1.6269,3.1416,0.0
SMIR.Body.033Y.M.CT.57764_529.png,1.6269,3.2538,0.0
SMIR.Body.033Y.M.CT.57764_530.png,1.6269,3.366,0.0
SMIR.Body.033Y.M.CT.57764_531.png,1.6269,3.4782,0.0
SMIR.Body.033Y.M.CT.57764_532.png,1.6269,3.5904,0.0
SMIR.Body.033Y.M.CT.57764_533.png,1.6269,3.7026,0.0
SMIR.Body.033Y.M.CT.57764_534.png,1.6269,3.8148,0.0
SMIR.Body.033Y.M.CT.57764_535.png,1.6269,3.927,0.0
SMIR.Body.033Y.M.CT.57764_536.png,1.6269,4.0392,0.0
SMIR.Body.033Y.M.CT.57764_537.png,1.6269,4.1514,0.0
SMIR.Body.033Y.M.CT.57764_538.png,1.6269,4.2636,0.0
SMIR.Body.033Y.M.CT.57764_539.png,1.6269,4.3758,0.0
SMIR.Body.033Y.M.CT.57764_540.png,1.6269,4.488,0.0
SMIR.Body.033Y.M.CT.57764_541.png,1.6269,4.6002,0.0
SMIR.Body.033Y.M.CT.57764_542.png,1.6269,4.7124,0.0
SMIR.Body.033Y.M.CT.57764_543.png,1.6269,4.8246,0.0
SMIR.Body.033Y.M.CT.57764_544.png,1.6269,4.9368,0.0
SMIR.Body.033Y.M.CT.57764_545.png,1.6269,5.049,0.0
SMIR.Body.033Y.M.CT.57764_546.png,1.6269,5.1612,0.0
SMIR.Body.033Y.M.CT.57764_547.png,1.6269,5.2734,0.0
SMIR.Body.033Y.M.CT.57764_548.png,1.6269,5.3856,0.0
SMIR.Body.033Y.M.CT.57764_549.png,1.6269,5.4978,0.0
SMIR.Body.033Y.M.CT.57764_550.png,1.6269,5.61,0.0
SMIR.Body.033Y.M.CT.57764_551.png,1.6269,5.7222,0.0
SMIR.Body.033Y.M.CT.57764_552.png,1.6269,5.8344,0.0
SMIR.Body.033Y.M.CT.57764_553.png,1.6269,5.9466,0.0
SMIR.Body.033Y.M.CT.57764_554.png,1.6269,6.0588,0.0
SMIR.Body.033Y.M.CT.57764_555.png,1.6269,6.171,0.0
SMIR.Body.033Y.M.CT.57764_556.png,1.7391,0.0,0.0
SMIR.Body.033Y.M.CT.57764_557.png,1.7391,0.1142,0.0
SMIR.Body.033Y.M.CT.57764_558.png,1.7391,0.2285,0.0
SMIR.Body.033Y.M.CT.57764_559.png,1.7391,0.3427,0.0
SMIR.Body.033Y.M.CT.57764_560.png,1.7391,0.457,0.0
SMIR.Body.033Y.M.CT.57764_561.png,1.7391,0.5712,0.0
SMIR.Body.033Y.M.CT.57764_562.png,1.7391,0.6854,0.0
SMIR.Body.033Y.M.CT.57764_563.png,1.7391,0.7997,0.0
SMIR.Body.033Y.M.CT.57764_564.png,1.7391,0.9139,0.0
SMIR.Body.033Y.M.CT.57764_565.png,1.7391,1.0282,0.0
SMIR.Body.033Y.M.CT.57764_566.png,1.7391,1.1424,0.0
SMIR.Body.033Y.M.CT.57764_567.png,1.7391,1.2566,0.0
SMIR.Body.033Y.M.CT.57764_568.png,1.7391,1.3709,0.0
SMIR.Body.033Y.M.CT.57764_569.png,1.7391,1.4851,0.0
SMIR.Body.033Y.M.CT.57764_570.png,1.7391,1.5994,0.0
SMIR.Body.033Y.M.CT.57764_571.png,1.7391,1.7136,0.0
SMIR.Body.033Y.M.CT.57764_572.png,1.7391,1.8278,0.0
SMIR.Body.033Y.M.CT.57764_573.png,1.7391,1.9421,0.0
SMIR.Body.033Y.M.CT.57764_574.png,1.7391,2.0563,0.0
SMIR.Body.033Y.M.CT.57764_575.png,1.7391,2.1706,0.0
SMIR.Body.033Y.M.CT.57764_576.png,1.7391,2.2848,0.0
SMIR.Body.033Y.M.CT.57764_577.png,1.7391,2.399,0.0
